timestamp,id,hitId,qInd,motionType,effortsLeft,effortsRight,selected0,selected1
"2024-05-03 21:40:51",A11ZUKTMY6IK9U,3,5,0,"[1,0,0,-1]","[1,0,-1,1]",1,2
"2024-05-03 21:40:57",A11ZUKTMY6IK9U,3,6,0,"[-1,0,1,0]","[1,1,-1,0]",1,2
"2024-05-03 21:41:02",A11ZUKTMY6IK9U,3,7,0,"[1,0,-1,1]","[0,-1,-1,1]",0,2
"2024-05-03 21:41:07",A11ZUKTMY6IK9U,3,8,0,"[0,0,-1,1]","[-1,0,1,0]",1,2
"2024-05-03 21:41:11",A11ZUKTMY6IK9U,3,9,0,"[0,1,0,1]","[1,1,0,0]",1,2
"2024-05-03 21:41:16",A11ZUKTMY6IK9U,3,10,0,"[-1,0,-1,0]","[0,-1,1,1]",1,2
"2024-05-03 21:41:20",A11ZUKTMY6IK9U,3,11,0,"[-1,0,0,-1]","[1,0,1,1]",1,2
"2024-05-03 21:41:25",A11ZUKTMY6IK9U,3,12,0,"[1,-1,0,-1]","[-1,-1,0,-1]",1,2
"2024-05-03 21:41:30",A11ZUKTMY6IK9U,3,13,0,"[0,-1,-1,-1]","[0,-1,0,-1]",1,2
"2024-05-03 21:29:43",A11ZUKTMY6IK9U,8,0,0,"[1,1,-1,0]","[-1,1,-1,0]",1,2
"2024-05-03 21:29:53",A11ZUKTMY6IK9U,8,1,0,"[1,0,1,1]","[-1,-1,-1,0]",0,1
"2024-05-03 21:30:00",A11ZUKTMY6IK9U,8,2,0,"[0,1,-1,1]","[-1,0,-1,0]",0,1
"2024-05-03 21:30:05",A11ZUKTMY6IK9U,8,3,0,"[1,1,0,0]","[0,0,1,-1]",1,2
"2024-05-03 21:30:09",A11ZUKTMY6IK9U,8,4,0,"[0,-1,1,1]","[1,1,0,0]",1,2
"2024-05-03 21:30:15",A11ZUKTMY6IK9U,8,5,0,"[1,0,0,-1]","[-1,1,0,-1]",0,1
"2024-05-03 21:30:23",A11ZUKTMY6IK9U,8,6,0,"[0,-1,-1,1]","[0,0,-1,-1]",0,1
"2024-05-03 21:30:30",A11ZUKTMY6IK9U,8,7,0,"[0,1,-1,0]","[0,0,-1,-1]",0,1
"2024-05-03 21:30:46",A11ZUKTMY6IK9U,8,8,0,"[1,1,1,0]","[-1,0,-1,-1]",1,2
"2024-05-03 21:30:51",A11ZUKTMY6IK9U,8,9,0,"[0,1,1,-1]","[-1,-1,0,1]",1,2
"2024-05-03 21:30:55",A11ZUKTMY6IK9U,8,10,0,"[0,0,-1,1]","[1,-1,0,1]",1,2
"2024-05-03 21:31:02",A11ZUKTMY6IK9U,8,11,0,"[1,-1,1,0]","[0,-1,-1,-1]",0,1
"2024-05-03 21:31:07",A11ZUKTMY6IK9U,8,12,0,"[-1,1,0,-1]","[0,-1,1,1]",1,2
"2024-05-03 21:31:14",A11ZUKTMY6IK9U,8,13,0,"[-1,0,0,-1]","[-1,-1,-1,0]",1,2
"2024-05-03 16:29:26",A11ZUKTMY6IK9U,30,0,0,"[1,1,0,-1]","[1,0,0,1]",0,2
"2024-05-03 16:29:33",A11ZUKTMY6IK9U,30,1,0,"[-1,0,-1,0]","[0,-1,-1,-1]",0,2
"2024-05-03 16:29:39",A11ZUKTMY6IK9U,30,2,0,"[-1,0,-1,1]","[0,0,-1,1]",0,2
"2024-05-03 16:29:47",A11ZUKTMY6IK9U,30,3,0,"[1,0,0,1]","[-1,0,-1,1]",0,1
"2024-05-03 16:29:54",A11ZUKTMY6IK9U,30,4,0,"[0,1,-1,0]","[0,-1,-1,1]",0,2
"2024-05-03 16:30:06",A11ZUKTMY6IK9U,30,5,0,"[0,-1,1,0]","[1,1,0,0]",0,1
"2024-05-03 16:30:14",A11ZUKTMY6IK9U,30,6,0,"[0,-1,-1,0]","[1,1,1,0]",1,2
"2024-05-03 16:30:20",A11ZUKTMY6IK9U,30,7,0,"[-1,1,1,0]","[0,0,1,-1]",0,2
"2024-05-03 16:30:31",A11ZUKTMY6IK9U,30,8,0,"[-1,0,0,1]","[-1,-1,0,-1]",0,1
"2024-05-03 16:30:38",A11ZUKTMY6IK9U,30,9,0,"[1,0,-1,1]","[-1,0,1,-1]",0,1
"2024-05-03 16:30:49",A11ZUKTMY6IK9U,30,10,0,"[1,-1,0,1]","[0,1,-1,0]",0,2
"2024-05-03 16:30:56",A11ZUKTMY6IK9U,30,11,0,"[-1,0,0,-1]","[1,1,1,0]",0,2
"2024-05-03 16:31:04",A11ZUKTMY6IK9U,30,12,0,"[1,0,1,0]","[0,-1,-1,0]",1,2
"2024-05-03 16:31:09",A11ZUKTMY6IK9U,30,13,0,"[0,0,-1,-1]","[0,-1,1,0]",1,2
"2024-05-03 21:31:31",A11ZUKTMY6IK9U,35,0,0,"[1,0,1,0]","[0,0,1,-1]",0,1
"2024-05-03 21:31:38",A11ZUKTMY6IK9U,35,1,0,"[0,0,-1,1]","[0,1,1,1]",1,2
"2024-05-03 21:31:43",A11ZUKTMY6IK9U,35,2,0,"[1,1,0,-1]","[-1,-1,0,1]",1,2
"2024-05-03 21:31:50",A11ZUKTMY6IK9U,35,3,0,"[1,0,-1,-1]","[0,-1,0,1]",1,2
"2024-05-03 21:31:57",A11ZUKTMY6IK9U,35,4,0,"[0,-1,-1,-1]","[1,-1,0,0]",0,1
"2024-05-03 21:32:10",A11ZUKTMY6IK9U,35,5,0,"[0,0,-1,-1]","[1,-1,0,-1]",0,1
"2024-05-03 21:32:18",A11ZUKTMY6IK9U,35,6,0,"[-1,0,1,0]","[0,1,1,0]",1,2
"2024-05-03 21:32:26",A11ZUKTMY6IK9U,35,7,0,"[0,1,1,0]","[0,-1,-1,1]",1,2
"2024-05-03 21:32:33",A11ZUKTMY6IK9U,35,8,0,"[0,0,1,1]","[0,-1,1,0]",0,1
"2024-05-03 21:32:38",A11ZUKTMY6IK9U,35,9,0,"[1,0,1,-1]","[0,-1,0,1]",1,2
"2024-05-03 21:32:45",A11ZUKTMY6IK9U,35,10,0,"[1,0,-1,0]","[0,1,1,0]",0,1
"2024-05-03 21:32:52",A11ZUKTMY6IK9U,35,11,0,"[1,0,0,1]","[0,-1,-1,0]",0,1
"2024-05-03 21:33:00",A11ZUKTMY6IK9U,35,12,0,"[-1,0,-1,1]","[-1,0,1,-1]",0,1
"2024-05-03 21:33:06",A11ZUKTMY6IK9U,35,13,0,"[1,1,0,0]","[0,0,1,1]",1,2
"2024-05-03 21:27:14",A11ZUKTMY6IK9U,43,0,0,"[-1,0,1,0]","[1,1,0,-1]",0,1
"2024-05-03 21:27:21",A11ZUKTMY6IK9U,43,1,0,"[0,-1,0,-1]","[0,-1,1,0]",1,2
"2024-05-03 21:27:28",A11ZUKTMY6IK9U,43,2,0,"[1,0,1,1]","[1,0,-1,0]",1,2
"2024-05-03 21:27:38",A11ZUKTMY6IK9U,43,3,0,"[-1,0,0,1]","[1,1,0,1]",0,1
"2024-05-03 21:27:45",A11ZUKTMY6IK9U,43,4,0,"[-1,0,-1,1]","[-1,1,0,1]",1,2
"2024-05-03 21:27:52",A11ZUKTMY6IK9U,43,5,0,"[1,-1,1,0]","[1,0,0,-1]",0,1
"2024-05-03 21:28:08",A11ZUKTMY6IK9U,43,6,0,"[0,1,0,-1]","[1,-1,-1,0]",0,1
"2024-05-03 21:28:14",A11ZUKTMY6IK9U,43,7,0,"[0,0,1,1]","[1,1,0,1]",0,1
"2024-05-03 21:28:22",A11ZUKTMY6IK9U,43,8,0,"[0,1,0,1]","[1,1,-1,0]",0,1
"2024-05-03 21:28:32",A11ZUKTMY6IK9U,43,9,0,"[0,1,-1,0]","[1,1,-1,0]",0,1
"2024-05-03 21:28:38",A11ZUKTMY6IK9U,43,10,0,"[1,-1,1,0]","[-1,1,0,-1]",0,1
"2024-05-03 21:28:45",A11ZUKTMY6IK9U,43,11,0,"[0,1,0,1]","[-1,-1,-1,0]",1,2
"2024-05-03 21:28:56",A11ZUKTMY6IK9U,43,12,0,"[1,-1,-1,0]","[-1,1,0,-1]",0,1
"2024-05-03 21:29:05",A11ZUKTMY6IK9U,43,13,0,"[0,1,-1,-1]","[-1,1,-1,0]",1,2
"2024-05-03 16:35:23",A11ZUKTMY6IK9U,50,0,0,"[0,-1,0,1]","[-1,0,0,1]",1,2
"2024-05-03 16:35:33",A11ZUKTMY6IK9U,50,1,0,"[-1,1,-1,0]","[1,-1,0,0]",1,2
"2024-05-03 16:35:45",A11ZUKTMY6IK9U,50,2,0,"[0,0,1,-1]","[1,0,-1,1]",1,2
"2024-05-03 16:35:52",A11ZUKTMY6IK9U,50,3,0,"[0,-1,-1,1]","[1,1,0,-1]",1,2
"2024-05-03 16:36:07",A11ZUKTMY6IK9U,50,4,0,"[0,1,0,-1]","[1,0,1,-1]",0,2
"2024-05-03 16:36:15",A11ZUKTMY6IK9U,50,5,0,"[1,-1,0,1]","[1,0,0,1]",0,1
"2024-05-03 16:36:27",A11ZUKTMY6IK9U,50,6,0,"[1,0,1,-1]","[-1,1,0,0]",0,2
"2024-05-03 16:36:47",A11ZUKTMY6IK9U,50,7,0,"[0,-1,-1,-1]","[-1,-1,1,0]",1,2
"2024-05-03 16:36:54",A11ZUKTMY6IK9U,50,8,0,"[1,0,0,-1]","[-1,0,1,-1]",0,1
"2024-05-03 16:37:00",A11ZUKTMY6IK9U,50,9,0,"[0,1,-1,1]","[0,-1,0,1]",1,2
"2024-05-03 16:37:05",A11ZUKTMY6IK9U,50,10,0,"[1,1,-1,0]","[-1,-1,0,1]",1,2
"2024-05-03 16:37:18",A11ZUKTMY6IK9U,50,11,0,"[0,-1,-1,-1]","[0,1,1,-1]",0,1
"2024-05-03 16:37:28",A11ZUKTMY6IK9U,50,12,0,"[1,-1,0,0]","[-1,0,0,-1]",0,2
"2024-05-03 16:37:34",A11ZUKTMY6IK9U,50,13,0,"[1,0,1,1]","[0,1,0,-1]",1,2
"2024-05-03 21:33:29",A11ZUKTMY6IK9U,66,0,0,"[-1,0,-1,-1]","[-1,-1,1,0]",1,2
"2024-05-03 21:33:40",A11ZUKTMY6IK9U,66,1,0,"[1,-1,1,0]","[-1,0,-1,-1]",1,2
"2024-05-03 21:33:48",A11ZUKTMY6IK9U,66,2,0,"[1,1,0,-1]","[0,1,0,-1]",0,2
"2024-05-03 21:33:53",A11ZUKTMY6IK9U,66,3,0,"[1,0,1,0]","[1,-1,1,0]",0,1
"2024-05-03 21:33:59",A11ZUKTMY6IK9U,66,4,0,"[-1,0,-1,1]","[1,-1,1,0]",1,2
"2024-05-03 21:34:17",A11ZUKTMY6IK9U,66,5,0,"[0,-1,-1,0]","[-1,1,0,-1]",0,1
"2024-05-03 21:34:57",A11ZUKTMY6IK9U,66,6,0,"[1,1,-1,0]","[0,-1,-1,1]",1,2
"2024-05-03 21:35:04",A11ZUKTMY6IK9U,66,7,0,"[0,1,1,1]","[1,0,-1,-1]",0,1
"2024-05-03 21:35:14",A11ZUKTMY6IK9U,66,8,0,"[1,1,0,-1]","[0,1,1,-1]",0,1
"2024-05-03 21:35:18",A11ZUKTMY6IK9U,66,9,0,"[0,1,0,1]","[-1,1,0,-1]",1,2
"2024-05-03 21:35:25",A11ZUKTMY6IK9U,66,10,0,"[1,-1,0,1]","[-1,0,1,-1]",0,1
"2024-05-03 21:35:32",A11ZUKTMY6IK9U,66,11,0,"[1,1,1,0]","[0,0,-1,-1]",1,2
"2024-05-03 21:35:37",A11ZUKTMY6IK9U,66,12,0,"[1,1,1,0]","[1,-1,0,-1]",0,1
"2024-05-03 21:35:42",A11ZUKTMY6IK9U,66,13,0,"[1,1,0,1]","[1,0,-1,0]",0,1
