,effortsLeft,effortsRight,r01,r02,r12
63,"[-1,-1,0,0]","[-1,-1,0,1]",0.6,0.4,0.0
64,"[-1,-1,0,0]","[-1,-1,1,0]",0.75,0.08333333333333333,0.16666666666666666
65,"[-1,-1,0,0]","[-1,0,-1,-1]",1.0,0.0,0.0
66,"[-1,-1,0,0]","[-1,0,1,-1]",0.8,0.2,0.0
67,"[-1,-1,0,0]","[-1,0,1,0]",0.9,0.0,0.1
68,"[-1,-1,0,0]","[-1,1,0,-1]",0.8666666666666667,0.06666666666666667,0.06666666666666667
69,"[-1,-1,0,0]","[-1,1,0,0]",0.8,0.0,0.2
70,"[-1,-1,0,0]","[-1,1,1,0]",0.9285714285714286,0.07142857142857142,0.0
71,"[-1,-1,0,0]","[0,-1,0,1]",0.45454545454545453,0.18181818181818182,0.36363636363636365
72,"[-1,-1,0,0]","[0,-1,1,1]",0.8333333333333334,0.08333333333333333,0.08333333333333333
73,"[-1,-1,0,0]","[0,0,1,-1]",0.9,0.0,0.1
74,"[-1,-1,0,0]","[0,0,1,1]",0.9333333333333333,0.06666666666666667,0.0
75,"[-1,-1,0,0]","[0,1,-1,0]",0.9,0.1,0.0
76,"[-1,-1,0,0]","[0,1,-1,1]",1.0,0.0,0.0
77,"[-1,-1,0,0]","[0,1,0,-1]",1.0,0.0,0.0
78,"[-1,-1,0,0]","[0,1,0,1]",0.4,0.1,0.5
79,"[-1,-1,0,0]","[0,1,1,-1]",1.0,0.0,0.0
80,"[-1,-1,0,0]","[0,1,1,0]",0.9090909090909091,0.0,0.09090909090909091
81,"[-1,-1,0,0]","[1,-1,0,-1]",0.5384615384615384,0.07692307692307693,0.38461538461538464
82,"[-1,-1,0,0]","[1,-1,0,1]",0.7,0.0,0.3
83,"[-1,-1,0,0]","[1,0,-1,1]",0.9230769230769231,0.07692307692307693,0.0
84,"[-1,-1,0,0]","[1,0,0,1]",0.36363636363636365,0.18181818181818182,0.45454545454545453
85,"[-1,-1,0,0]","[1,0,1,-1]",0.9230769230769231,0.07692307692307693,0.0
86,"[-1,-1,0,0]","[1,0,1,0]",0.8461538461538461,0.07692307692307693,0.07692307692307693
87,"[-1,-1,0,0]","[1,1,-1,0]",0.75,0.16666666666666666,0.08333333333333333
88,"[-1,-1,0,0]","[1,1,0,-1]",0.9230769230769231,0.0,0.07692307692307693
89,"[-1,-1,0,0]","[1,1,0,0]",0.7272727272727273,0.09090909090909091,0.18181818181818182
90,"[-1,-1,0,1]","[-1,-1,1,0]",0.7142857142857143,0.14285714285714285,0.14285714285714285
91,"[-1,-1,0,1]","[-1,0,-1,-1]",0.7,0.0,0.3
92,"[-1,-1,0,1]","[-1,0,-1,0]",0.8461538461538461,0.0,0.15384615384615385
93,"[-1,-1,0,1]","[-1,0,0,-1]",0.5384615384615384,0.07692307692307693,0.38461538461538464
94,"[-1,-1,0,1]","[-1,0,0,1]",0.5,0.25,0.25
95,"[-1,-1,0,1]","[-1,0,1,1]",0.7272727272727273,0.09090909090909091,0.18181818181818182
96,"[-1,-1,0,1]","[-1,1,0,-1]",0.9166666666666666,0.0,0.08333333333333333
97,"[-1,-1,0,1]","[0,-1,-1,-1]",0.7,0.1,0.2
98,"[-1,-1,0,1]","[0,-1,-1,0]",0.8,0.2,0.0
99,"[-1,-1,0,1]","[0,-1,0,-1]",0.6363636363636364,0.18181818181818182,0.18181818181818182
100,"[-1,-1,0,1]","[0,-1,0,1]",0.38461538461538464,0.23076923076923078,0.38461538461538464
101,"[-1,-1,0,1]","[0,-1,1,-1]",0.9,0.0,0.1
102,"[-1,-1,0,1]","[0,-1,1,0]",0.8,0.0,0.2
103,"[-1,-1,0,1]","[0,-1,1,1]",0.6428571428571429,0.21428571428571427,0.14285714285714285
104,"[-1,-1,0,1]","[0,0,1,1]",0.4166666666666667,0.25,0.3333333333333333
105,"[-1,-1,0,1]","[0,1,-1,-1]",0.6363636363636364,0.0,0.36363636363636365
106,"[-1,-1,0,1]","[0,1,0,-1]",0.5454545454545454,0.36363636363636365,0.09090909090909091
107,"[-1,-1,0,1]","[1,-1,-1,0]",0.5454545454545454,0.2727272727272727,0.18181818181818182
108,"[-1,-1,0,1]","[1,-1,0,-1]",0.8,0.0,0.2
109,"[-1,-1,0,1]","[1,-1,0,1]",0.5,0.08333333333333333,0.4166666666666667
110,"[-1,-1,0,1]","[1,-1,1,0]",0.6666666666666666,0.16666666666666666,0.16666666666666666
111,"[-1,-1,0,1]","[1,0,0,1]",0.5,0.3,0.2
112,"[-1,-1,0,1]","[1,0,1,0]",0.5,0.25,0.25
113,"[-1,-1,0,1]","[1,1,0,1]",0.5714285714285714,0.14285714285714285,0.2857142857142857
114,"[-1,-1,1,0]","[-1,-1,0,-1]",0.5384615384615384,0.0,0.46153846153846156
115,"[-1,-1,1,0]","[-1,0,0,-1]",0.5,0.2,0.3
116,"[-1,-1,1,0]","[-1,0,1,-1]",0.6666666666666666,0.25,0.08333333333333333
117,"[-1,-1,1,0]","[-1,0,1,0]",0.2727272727272727,0.6363636363636364,0.09090909090909091
118,"[-1,-1,1,0]","[-1,0,1,1]",0.3,0.5,0.2
119,"[-1,-1,1,0]","[-1,1,0,-1]",0.7,0.0,0.3
120,"[-1,-1,1,0]","[-1,1,0,0]",0.0,0.3,0.7
121,"[-1,-1,1,0]","[0,-1,-1,1]",0.6,0.2,0.2
122,"[-1,-1,1,0]","[0,-1,0,-1]",0.6,0.1,0.3
123,"[-1,-1,1,0]","[0,-1,0,1]",0.38461538461538464,0.15384615384615385,0.46153846153846156
124,"[-1,-1,1,0]","[0,0,-1,1]",0.7,0.3,0.0
125,"[-1,-1,1,0]","[0,1,-1,0]",0.7272727272727273,0.0,0.2727272727272727
126,"[-1,-1,1,0]","[0,1,-1,1]",0.6,0.2,0.2
127,"[-1,-1,1,0]","[0,1,0,-1]",0.6363636363636364,0.09090909090909091,0.2727272727272727
128,"[-1,-1,1,0]","[0,1,0,1]",0.14285714285714285,0.21428571428571427,0.6428571428571429
