,effortsLeft,effortsRight,r01,r02,r12
167,"[-1,0,-1,-1]","[1,0,1,1]",0.15384615384615385,0.07692307692307693,0.7692307692307693
168,"[-1,0,-1,-1]","[1,1,0,-1]",0.13333333333333333,0.26666666666666666,0.6
169,"[-1,0,-1,-1]","[1,1,0,0]",0.15384615384615385,0.07692307692307693,0.7692307692307693
170,"[-1,0,-1,0]","[-1,-1,-1,0]",0.0,0.6,0.4
171,"[-1,0,-1,0]","[-1,-1,0,-1]",0.5,0.2,0.3
172,"[-1,0,-1,0]","[-1,-1,0,0]",0.3076923076923077,0.15384615384615385,0.5384615384615384
173,"[-1,0,-1,0]","[-1,-1,1,0]",0.2777777777777778,0.0,0.7222222222222222
174,"[-1,0,-1,0]","[-1,0,-1,-1]",0.75,0.25,0.0
175,"[-1,0,-1,0]","[-1,0,0,-1]",0.6,0.1,0.3
176,"[-1,0,-1,0]","[-1,0,1,-1]",0.5454545454545454,0.0,0.45454545454545453
177,"[-1,0,-1,0]","[-1,1,0,0]",0.2,0.0,0.8
178,"[-1,0,-1,0]","[0,-1,-1,-1]",0.45454545454545453,0.45454545454545453,0.09090909090909091
179,"[-1,0,-1,0]","[0,-1,-1,0]",0.21428571428571427,0.5714285714285714,0.21428571428571427
180,"[-1,0,-1,0]","[0,-1,0,-1]",0.6,0.1,0.3
181,"[-1,0,-1,0]","[0,-1,1,0]",0.1,0.4,0.5
182,"[-1,0,-1,0]","[0,-1,1,1]",0.45454545454545453,0.09090909090909091,0.45454545454545453
183,"[-1,0,-1,0]","[0,0,-1,1]",0.2,0.3,0.5
184,"[-1,0,-1,0]","[0,0,1,1]",0.3125,0.125,0.5625
185,"[-1,0,-1,0]","[0,1,-1,-1]",0.4,0.5,0.1
186,"[-1,0,-1,0]","[0,1,-1,0]",0.18181818181818182,0.7272727272727273,0.09090909090909091
187,"[-1,0,-1,0]","[0,1,0,-1]",0.6,0.1,0.3
188,"[-1,0,-1,0]","[0,1,0,1]",0.375,0.0,0.625
189,"[-1,0,-1,0]","[0,1,1,-1]",0.6,0.1,0.3
190,"[-1,0,-1,0]","[0,1,1,0]",0.3,0.1,0.6
191,"[-1,0,-1,0]","[1,-1,0,-1]",0.8,0.1,0.1
192,"[-1,0,-1,0]","[1,-1,0,0]",0.1,0.0,0.9
193,"[-1,0,-1,0]","[1,-1,1,0]",0.0,0.1,0.9
194,"[-1,0,-1,0]","[1,0,-1,0]",0.18181818181818182,0.5454545454545454,0.2727272727272727
195,"[-1,0,-1,0]","[1,0,0,-1]",0.6,0.2,0.2
196,"[-1,0,-1,0]","[1,1,-1,0]",0.3,0.5,0.2
197,"[-1,0,-1,1]","[-1,-1,0,0]",0.2727272727272727,0.0,0.7272727272727273
198,"[-1,0,-1,1]","[-1,-1,0,1]",0.2857142857142857,0.14285714285714285,0.5714285714285714
199,"[-1,0,-1,1]","[-1,-1,1,0]",0.2,0.1,0.7
200,"[-1,0,-1,1]","[-1,0,-1,0]",0.2,0.7,0.1
201,"[-1,0,-1,1]","[-1,0,1,-1]",0.7,0.0,0.3
202,"[-1,0,-1,1]","[-1,0,1,0]",0.36363636363636365,0.09090909090909091,0.5454545454545454
203,"[-1,0,-1,1]","[-1,0,1,1]",0.36363636363636365,0.18181818181818182,0.45454545454545453
204,"[-1,0,-1,1]","[-1,1,-1,0]",0.4,0.3,0.3
205,"[-1,0,-1,1]","[-1,1,0,0]",0.3,0.1,0.6
206,"[-1,0,-1,1]","[-1,1,0,1]",0.2,0.1,0.7
207,"[-1,0,-1,1]","[0,-1,0,1]",0.5,0.1,0.4
208,"[-1,0,-1,1]","[0,-1,1,0]",0.45454545454545453,0.0,0.5454545454545454
209,"[-1,0,-1,1]","[0,-1,1,1]",0.2727272727272727,0.0,0.7272727272727273
210,"[-1,0,-1,1]","[0,0,-1,1]",0.5454545454545454,0.36363636363636365,0.09090909090909091
211,"[-1,0,-1,1]","[0,0,1,-1]",0.7,0.1,0.2
212,"[-1,0,-1,1]","[0,0,1,1]",0.17647058823529413,0.23529411764705882,0.5882352941176471
213,"[-1,0,-1,1]","[0,1,1,-1]",0.8181818181818182,0.0,0.18181818181818182
214,"[-1,0,-1,1]","[0,1,1,1]",0.25,0.0625,0.6875
215,"[-1,0,-1,1]","[1,-1,0,-1]",0.5454545454545454,0.0,0.45454545454545453
216,"[-1,0,-1,1]","[1,-1,0,0]",0.18181818181818182,0.18181818181818182,0.6363636363636364
217,"[-1,0,-1,1]","[1,-1,1,0]",0.6,0.1,0.3
218,"[-1,0,-1,1]","[1,0,-1,1]",0.0,0.6666666666666666,0.3333333333333333
219,"[-1,0,-1,1]","[1,0,1,-1]",0.6,0.1,0.3
220,"[-1,0,-1,1]","[1,0,1,0]",0.2,0.1,0.7
221,"[-1,0,-1,1]","[1,0,1,1]",0.36363636363636365,0.18181818181818182,0.45454545454545453
222,"[-1,0,-1,1]","[1,1,-1,0]",0.2,0.5,0.3
223,"[-1,0,-1,1]","[1,1,0,0]",0.4,0.0,0.6
224,"[-1,0,-1,1]","[1,1,0,1]",0.18181818181818182,0.18181818181818182,0.6363636363636364
225,"[-1,0,0,-1]","[-1,-1,-1,0]",0.3,0.1,0.6
226,"[-1,0,0,-1]","[-1,-1,0,0]",0.2,0.0,0.8
227,"[-1,0,0,-1]","[-1,0,-1,1]",0.3,0.2,0.5
228,"[-1,0,0,-1]","[-1,0,0,1]",0.2,0.13333333333333333,0.6666666666666666
229,"[-1,0,0,-1]","[-1,0,1,-1]",0.25,0.5,0.25
230,"[-1,0,0,-1]","[-1,0,1,0]",0.25,0.25,0.5
231,"[-1,0,0,-1]","[-1,0,1,1]",0.18181818181818182,0.0,0.8181818181818182
232,"[-1,0,0,-1]","[-1,1,0,-1]",0.18181818181818182,0.8181818181818182,0.0
233,"[-1,0,0,-1]","[-1,1,0,1]",0.1,0.0,0.9
234,"[-1,0,0,-1]","[-1,1,1,0]",0.1,0.4,0.5
235,"[-1,0,0,-1]","[0,-1,-1,-1]",0.4166666666666667,0.5833333333333334,0.0
236,"[-1,0,0,-1]","[0,-1,0,-1]",0.2727272727272727,0.6363636363636364,0.09090909090909091
237,"[-1,0,0,-1]","[0,-1,1,0]",0.09090909090909091,0.36363636363636365,0.5454545454545454
238,"[-1,0,0,-1]","[0,-1,1,1]",0.14285714285714285,0.21428571428571427,0.6428571428571429
239,"[-1,0,0,-1]","[0,1,-1,0]",0.5,0.1,0.4
240,"[-1,0,0,-1]","[0,1,0,-1]",0.2,0.8,0.0
241,"[-1,0,0,-1]","[0,1,0,1]",0.0,0.09090909090909091,0.9090909090909091
242,"[-1,0,0,-1]","[1,-1,1,0]",0.11764705882352941,0.17647058823529413,0.7058823529411765
243,"[-1,0,0,-1]","[1,0,-1,1]",0.4666666666666667,0.06666666666666667,0.4666666666666667
244,"[-1,0,0,-1]","[1,0,0,-1]",0.13333333333333333,0.7333333333333333,0.13333333333333333
245,"[-1,0,0,-1]","[1,0,0,1]",0.23076923076923078,0.23076923076923078,0.5384615384615384
246,"[-1,0,0,-1]","[1,0,1,-1]",0.06666666666666667,0.7333333333333333,0.2
247,"[-1,0,0,-1]","[1,0,1,0]",0.2727272727272727,0.0,0.7272727272727273
248,"[-1,0,0,-1]","[1,0,1,1]",0.2727272727272727,0.18181818181818182,0.5454545454545454
249,"[-1,0,0,-1]","[1,1,-1,0]",0.5454545454545454,0.09090909090909091,0.36363636363636365
250,"[-1,0,0,-1]","[1,1,0,0]",0.1,0.1,0.8
251,"[-1,0,0,-1]","[1,1,1,0]",0.3,0.2,0.5
252,"[-1,0,0,1]","[-1,-1,0,-1]",0.9,0.1,0.0
253,"[-1,0,0,1]","[-1,-1,0,0]",0.36363636363636365,0.09090909090909091,0.5454545454545454
254,"[-1,0,0,1]","[-1,-1,1,0]",0.5,0.1,0.4
255,"[-1,0,0,1]","[-1,0,-1,0]",1.0,0.0,0.0
256,"[-1,0,0,1]","[-1,0,-1,1]",0.6363636363636364,0.18181818181818182,0.18181818181818182
257,"[-1,0,0,1]","[-1,0,1,-1]",0.5625,0.125,0.3125
258,"[-1,0,0,1]","[-1,1,0,-1]",0.9,0.1,0.0
259,"[-1,0,0,1]","[-1,1,0,0]",0.4,0.1,0.5
260,"[-1,0,0,1]","[-1,1,0,1]",0.7272727272727273,0.18181818181818182,0.09090909090909091
261,"[-1,0,0,1]","[-1,1,1,0]",0.8,0.0,0.2
262,"[-1,0,0,1]","[0,-1,0,-1]",1.0,0.0,0.0
263,"[-1,0,0,1]","[0,-1,1,1]",0.6428571428571429,0.07142857142857142,0.2857142857142857
264,"[-1,0,0,1]","[0,0,-1,-1]",1.0,0.0,0.0
265,"[-1,0,0,1]","[0,1,-1,-1]",0.8181818181818182,0.09090909090909091,0.09090909090909091
266,"[-1,0,0,1]","[0,1,-1,0]",0.6363636363636364,0.0,0.36363636363636365
267,"[-1,0,0,1]","[0,1,-1,1]",0.7857142857142857,0.07142857142857142,0.14285714285714285
268,"[-1,0,0,1]","[0,1,0,1]",0.4,0.1,0.5
269,"[-1,0,0,1]","[0,1,1,0]",0.6923076923076923,0.0,0.3076923076923077
270,"[-1,0,0,1]","[1,-1,0,-1]",0.8181818181818182,0.0,0.18181818181818182
271,"[-1,0,0,1]","[1,-1,0,0]",0.4,0.1,0.5
272,"[-1,0,0,1]","[1,-1,1,0]",0.5,0.1,0.4
273,"[-1,0,0,1]","[1,0,-1,-1]",0.9090909090909091,0.0,0.09090909090909091
274,"[-1,0,0,1]","[1,0,-1,0]",0.6363636363636364,0.09090909090909091,0.2727272727272727
275,"[-1,0,0,1]","[1,0,-1,1]",0.5454545454545454,0.0,0.45454545454545453
276,"[-1,0,0,1]","[1,0,0,-1]",0.6,0.0,0.4
277,"[-1,0,0,1]","[1,0,0,1]",0.4,0.3,0.3
278,"[-1,0,0,1]","[1,0,1,0]",1.0,0.0,0.0
279,"[-1,0,0,1]","[1,1,0,-1]",0.8,0.1,0.1
280,"[-1,0,0,1]","[1,1,0,0]",0.5,0.1,0.4
281,"[-1,0,0,1]","[1,1,0,1]",0.6363636363636364,0.09090909090909091,0.2727272727272727
282,"[-1,0,0,1]","[1,1,1,0]",0.42857142857142855,0.07142857142857142,0.5
283,"[-1,0,1,-1]","[-1,-1,-1,0]",0.2,0.2,0.6
284,"[-1,0,1,-1]","[-1,-1,0,-1]",0.09090909090909091,0.6363636363636364,0.2727272727272727
285,"[-1,0,1,-1]","[-1,-1,0,1]",0.18181818181818182,0.0,0.8181818181818182
286,"[-1,0,1,-1]","[-1,0,-1,-1]",0.3,0.6,0.1
287,"[-1,0,1,-1]","[-1,0,1,0]",0.09090909090909091,0.09090909090909091,0.8181818181818182
288,"[-1,0,1,-1]","[-1,0,1,1]",0.1,0.2,0.7
289,"[-1,0,1,-1]","[-1,1,-1,0]",0.14285714285714285,0.14285714285714285,0.7142857142857143
290,"[-1,0,1,-1]","[-1,1,0,-1]",0.2727272727272727,0.6363636363636364,0.09090909090909091
291,"[-1,0,1,-1]","[-1,1,0,0]",0.1,0.2,0.7
292,"[-1,0,1,-1]","[0,-1,-1,1]",0.2727272727272727,0.09090909090909091,0.6363636363636364
293,"[-1,0,1,-1]","[0,-1,0,-1]",0.18181818181818182,0.5454545454545454,0.2727272727272727
294,"[-1,0,1,-1]","[0,-1,1,-1]",0.0,0.7857142857142857,0.21428571428571427
295,"[-1,0,1,-1]","[0,-1,1,0]",0.07692307692307693,0.23076923076923078,0.6923076923076923
296,"[-1,0,1,-1]","[0,-1,1,1]",0.1,0.2,0.7
297,"[-1,0,1,-1]","[0,0,-1,-1]",0.5,0.3,0.2
298,"[-1,0,1,-1]","[0,0,-1,1]",0.3,0.0,0.7
299,"[-1,0,1,-1]","[0,0,1,-1]",0.08333333333333333,0.75,0.16666666666666666
300,"[-1,0,1,-1]","[0,0,1,1]",0.09090909090909091,0.0,0.9090909090909091
301,"[-1,0,1,-1]","[0,1,-1,-1]",0.18181818181818182,0.45454545454545453,0.36363636363636365
302,"[-1,0,1,-1]","[0,1,-1,1]",0.21428571428571427,0.0,0.7857142857142857
303,"[-1,0,1,-1]","[0,1,0,1]",0.26666666666666666,0.0,0.7333333333333333
304,"[-1,0,1,-1]","[0,1,1,-1]",0.4,0.5,0.1
305,"[-1,0,1,-1]","[0,1,1,1]",0.18181818181818182,0.2727272727272727,0.5454545454545454
306,"[-1,0,1,-1]","[1,-1,-1,0]",0.45454545454545453,0.0,0.5454545454545454
307,"[-1,0,1,-1]","[1,-1,0,0]",0.1,0.0,0.9
308,"[-1,0,1,-1]","[1,0,-1,0]",0.09090909090909091,0.09090909090909091,0.8181818181818182
309,"[-1,0,1,-1]","[1,0,0,1]",0.09090909090909091,0.09090909090909091,0.8181818181818182
