,efforts_tuples,selected0,selected1,count,count_normalized,selected_motions,alpha_0_1,alpha_1_0,alpha_0_2,alpha_2_0,alpha_1_2,alpha_2_1,direct_comparison_value,most_preferred_pair
0,"[(-1, -1, -1, 0), (-1, -1, 0, -1)]",0,1,5,0.5,0_1,0.4,0.09999999999999998,-0.4,-0.30000000000000004,-0.09999999999999998,0.30000000000000004,0.1,"(0, 1)"
1,"[(-1, -1, -1, 0), (-1, -1, 0, 0)]",1,2,11,0.733333333333333,1_2,0.1333333333333333,-0.533333333333333,-0.1333333333333333,-0.6666666666666663,0.533333333333333,0.6666666666666663,0.0666666666666667,"(1, 2)"
2,"[(-1, -1, -1, 0), (-1, -1, 0, 1)]",1,2,4,0.4,1_2,0.0,-0.10000000000000003,0.0,-0.10000000000000003,0.10000000000000003,0.10000000000000003,0.3,"(1, 2)"
3,"[(-1, -1, -1, 0), (-1, -1, 1, 0)]",1,2,9,0.818181818181818,1_2,0.181818181818182,-0.636363636363636,-0.181818181818182,-0.818181818181818,0.636363636363636,0.818181818181818,0.0,"(1, 2)"
4,"[(-1, -1, -1, 0), (-1, 0, -1, -1)]",0,1,7,0.7,0_1,0.39999999999999997,0.7,-0.39999999999999997,0.3,-0.7,-0.3,0.3,"(0, 1)"
5,"[(-1, -1, -1, 0), (-1, 0, -1, 0)]",0,2,6,0.6,0_2,-0.19999999999999996,0.4,0.19999999999999996,0.6,-0.4,-0.6,0.6,"(0, 2)"
6,"[(-1, -1, -1, 0), (-1, 0, -1, 1)]",0,2,9,0.818181818181818,0_2,-0.818181818181818,-0.181818181818182,0.818181818181818,0.636363636363636,0.181818181818182,-0.636363636363636,0.818181818181818,"(0, 2)"
7,"[(-1, -1, -1, 0), (-1, 0, 0, -1)]",0,1,6,0.6,0_1,0.5,0.3,-0.5,-0.19999999999999998,-0.3,0.19999999999999998,0.1,"(0, 1)"
8,"[(-1, -1, -1, 0), (-1, 0, 0, 1)]",1,2,9,0.6,1_2,-0.4,-0.6,0.4,-0.19999999999999996,0.6,0.19999999999999996,0.4,"(1, 2)"
9,"[(-1, -1, -1, 0), (-1, 0, 1, -1)]",0,1,6,0.6,0_1,0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.0,-0.39999999999999997,0.0,0.2,"(0, 1)"
10,"[(-1, -1, -1, 0), (-1, 0, 1, 0)]",1,2,7,0.7,1_2,0.1,-0.49999999999999994,-0.1,-0.6,0.49999999999999994,0.6,0.1,"(1, 2)"
11,"[(-1, -1, -1, 0), (-1, 0, 1, 1)]",0,1,8,0.444444444444444,0_1,0.333333333333333,0.0,-0.333333333333333,-0.333333333333333,0.0,0.333333333333333,0.111111111111111,"(1, 2)"
12,"[(-1, -1, -1, 0), (-1, 1, -1, 0)]",0,2,7,0.7,0_2,-0.6,-0.1,0.6,0.49999999999999994,0.1,-0.49999999999999994,0.7,"(0, 2)"
13,"[(-1, -1, -1, 0), (-1, 1, 0, -1)]",0,1,4,0.4,0_1,0.10000000000000003,0.10000000000000003,-0.10000000000000003,0.0,-0.10000000000000003,0.0,0.3,"(0, 1)"
14,"[(-1, -1, -1, 0), (-1, 1, 0, 0)]",1,2,12,0.8,1_2,0.2,-0.6000000000000001,-0.2,-0.8,0.6000000000000001,0.8,0.0,"(1, 2)"
15,"[(-1, -1, -1, 0), (-1, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.181818181818182,-0.636363636363636,-0.181818181818182,-0.818181818181818,0.636363636363636,0.818181818181818,0.0,"(1, 2)"
16,"[(-1, -1, -1, 0), (-1, 1, 1, 0)]",1,2,5,0.5,1_2,0.30000000000000004,-0.09999999999999998,-0.30000000000000004,-0.4,0.09999999999999998,0.4,0.1,"(1, 2)"
17,"[(-1, -1, -1, 0), (0, -1, -1, -1)]",0,1,7,0.7,0_1,0.49999999999999994,0.6,-0.49999999999999994,0.1,-0.6,-0.1,0.2,"(0, 1)"
18,"[(-1, -1, -1, 0), (0, -1, -1, 0)]",0,2,7,0.636363636363636,0_2,-0.45454545454545403,0.0,0.45454545454545403,0.45454545454545403,0.0,-0.45454545454545403,0.636363636363636,"(0, 2)"
19,"[(-1, -1, -1, 0), (0, -1, -1, 1)]",0,1,9,0.5,0_1,0.16666666666666702,0.33333333333333304,-0.16666666666666702,0.166666666666666,-0.33333333333333304,-0.166666666666666,0.333333333333333,"(0, 1)"
20,"[(-1, -1, -1, 0), (0, -1, 0, -1)]",0,1,8,0.727272727272727,0_1,0.636363636363636,0.545454545454545,-0.636363636363636,-0.09090909090909109,-0.545454545454545,0.09090909090909109,0.0909090909090909,"(0, 1)"
21,"[(-1, -1, -1, 0), (0, -1, 0, 1)]",1,2,9,0.9,1_2,0.1,-0.8,-0.1,-0.9,0.8,0.9,0.0,"(1, 2)"
22,"[(-1, -1, -1, 0), (0, -1, 1, -1)]",0,1,8,0.727272727272727,0_1,0.727272727272727,0.454545454545454,-0.727272727272727,-0.272727272727273,-0.454545454545454,0.272727272727273,0.0,"(0, 1)"
23,"[(-1, -1, -1, 0), (0, -1, 1, 0)]",1,2,13,0.722222222222222,1_2,0.055555555555556,-0.555555555555555,-0.055555555555556,-0.6111111111111109,0.555555555555555,0.6111111111111109,0.111111111111111,"(1, 2)"
24,"[(-1, -1, -1, 0), (0, -1, 1, 1)]",1,2,7,0.7,1_2,0.3,-0.39999999999999997,-0.3,-0.7,0.39999999999999997,0.7,0.0,"(1, 2)"
25,"[(-1, -1, -1, 0), (0, 0, -1, -1)]",0,1,10,0.555555555555556,0_1,0.277777777777778,0.38888888888888906,-0.277777777777778,0.11111111111111102,-0.38888888888888906,-0.11111111111111102,0.277777777777778,"(0, 1)"
26,"[(-1, -1, -1, 0), (0, 0, -1, 1)]",0,2,6,0.6,0_2,-0.3,0.19999999999999998,0.3,0.5,-0.19999999999999998,-0.5,0.6,"(0, 2)"
27,"[(-1, -1, -1, 0), (0, 0, 1, -1)]",0,1,9,0.9,0_1,0.9,0.8,-0.9,-0.1,-0.8,0.1,0.0,"(0, 1)"
28,"[(-1, -1, -1, 0), (0, 0, 1, 1)]",0,1,4,0.4,0_1,0.2,0.0,-0.2,-0.2,0.0,0.2,0.2,"(1, 2)"
29,"[(-1, -1, -1, 0), (0, 1, -1, -1)]",0,1,5,0.5,0_1,0.09999999999999998,0.4,-0.09999999999999998,0.30000000000000004,-0.4,-0.30000000000000004,0.4,"(0, 1)"
30,"[(-1, -1, -1, 0), (0, 1, -1, 0)]",0,2,6,0.545454545454545,0_2,-0.272727272727272,0.090909090909091,0.272727272727272,0.363636363636363,-0.090909090909091,-0.363636363636363,0.545454545454545,"(0, 2)"
31,"[(-1, -1, -1, 0), (0, 1, -1, 1)]",0,2,10,0.666666666666667,0_2,-0.333333333333334,0.333333333333333,0.333333333333334,0.666666666666667,-0.333333333333333,-0.666666666666667,0.666666666666667,"(0, 2)"
32,"[(-1, -1, -1, 0), (0, 1, 0, -1)]",0,1,6,0.6,0_1,0.5,0.3,-0.5,-0.19999999999999998,-0.3,0.19999999999999998,0.1,"(0, 1)"
33,"[(-1, -1, -1, 0), (0, 1, 0, 1)]",1,2,8,0.727272727272727,1_2,0.272727272727273,-0.454545454545454,-0.272727272727273,-0.727272727272727,0.454545454545454,0.727272727272727,0.0,"(1, 2)"
34,"[(-1, -1, -1, 0), (0, 1, 1, -1)]",0,1,13,0.928571428571429,0_1,0.928571428571429,0.8571428571428577,-0.928571428571429,-0.0714285714285714,-0.8571428571428577,0.0714285714285714,0.0,"(0, 1)"
35,"[(-1, -1, -1, 0), (0, 1, 1, 0)]",0,1,7,0.636363636363636,0_1,0.5454545454545451,0.36363636363636304,-0.5454545454545451,-0.1818181818181821,-0.36363636363636304,0.1818181818181821,0.0909090909090909,"(0, 1)"
36,"[(-1, -1, -1, 0), (0, 1, 1, 1)]",0,1,5,0.5,0_1,0.4,0.09999999999999998,-0.4,-0.30000000000000004,-0.09999999999999998,0.30000000000000004,0.1,"(0, 1)"
37,"[(-1, -1, -1, 0), (1, -1, -1, 0)]",0,2,5,0.5,0_2,-0.4,-0.30000000000000004,0.4,0.09999999999999998,0.30000000000000004,-0.09999999999999998,0.5,"(0, 2)"
38,"[(-1, -1, -1, 0), (1, -1, 0, -1)]",0,1,6,0.6,0_1,0.5,0.3,-0.5,-0.19999999999999998,-0.3,0.19999999999999998,0.1,"(0, 1)"
39,"[(-1, -1, -1, 0), (1, -1, 0, 0)]",1,2,9,0.9,1_2,-0.1,-0.9,0.1,-0.8,0.9,0.8,0.1,"(1, 2)"
40,"[(-1, -1, -1, 0), (1, -1, 0, 1)]",1,2,8,0.727272727272727,1_2,0.09090909090909109,-0.545454545454545,-0.09090909090909109,-0.636363636363636,0.545454545454545,0.636363636363636,0.0909090909090909,"(1, 2)"
41,"[(-1, -1, -1, 0), (1, -1, 1, 0)]",0,1,5,0.5,0_1,0.4,0.09999999999999998,-0.4,-0.30000000000000004,-0.09999999999999998,0.30000000000000004,0.1,"(0, 1)"
42,"[(-1, -1, -1, 0), (1, 0, -1, -1)]",0,1,7,0.4375,0_1,0.125,0.1875,-0.125,0.0625,-0.1875,-0.0625,0.3125,"(0, 1)"
43,"[(-1, -1, -1, 0), (1, 0, -1, 0)]",0,2,6,0.6,0_2,-0.6,-0.4,0.6,0.19999999999999996,0.4,-0.19999999999999996,0.6,"(0, 2)"
44,"[(-1, -1, -1, 0), (1, 0, -1, 1)]",0,2,4,0.4,0_2,-0.10000000000000003,0.0,0.10000000000000003,0.10000000000000003,0.0,-0.10000000000000003,0.4,"(0, 2)"
45,"[(-1, -1, -1, 0), (1, 0, 0, -1)]",0,1,7,0.583333333333333,0_1,0.4999999999999997,0.25000000000000006,-0.4999999999999997,-0.24999999999999967,-0.25000000000000006,0.24999999999999967,0.0833333333333333,"(0, 1)"
46,"[(-1, -1, -1, 0), (1, 0, 0, 1)]",1,2,11,0.611111111111111,1_2,0.2777777777777774,-0.27777777777777807,-0.2777777777777774,-0.5555555555555555,0.27777777777777807,0.5555555555555555,0.0555555555555556,"(1, 2)"
47,"[(-1, -1, -1, 0), (1, 0, 1, -1)]",0,1,5,0.454545454545455,0_1,0.181818181818182,0.181818181818182,-0.181818181818182,0.0,-0.181818181818182,0.0,0.272727272727273,"(0, 1)"
48,"[(-1, -1, -1, 0), (1, 0, 1, 0)]",1,2,6,0.428571428571429,1_2,0.142857142857143,-0.07142857142857201,-0.142857142857143,-0.214285714285715,0.07142857142857201,0.214285714285715,0.214285714285714,"(1, 2)"
49,"[(-1, -1, -1, 0), (1, 0, 1, 1)]",1,2,6,0.545454545454545,1_2,0.454545454545455,-0.09090909090909,-0.454545454545455,-0.545454545454545,0.09090909090909,0.545454545454545,0.0,"(1, 2)"
50,"[(-1, -1, -1, 0), (1, 1, -1, 0)]",0,2,6,0.428571428571429,0_2,-0.07142857142857201,0.142857142857143,0.07142857142857201,0.214285714285715,-0.142857142857143,-0.214285714285715,0.428571428571429,"(0, 2)"
51,"[(-1, -1, -1, 0), (1, 1, 0, -1)]",0,1,5,0.5,0_1,0.4,0.09999999999999998,-0.4,-0.30000000000000004,-0.09999999999999998,0.30000000000000004,0.1,"(0, 1)"
52,"[(-1, -1, -1, 0), (1, 1, 0, 0)]",1,2,8,0.727272727272727,1_2,0.09090909090909109,-0.545454545454545,-0.09090909090909109,-0.636363636363636,0.545454545454545,0.636363636363636,0.0909090909090909,"(1, 2)"
53,"[(-1, -1, -1, 0), (1, 1, 0, 1)]",1,2,11,0.611111111111111,1_2,0.16666666666666702,-0.33333333333333304,-0.16666666666666702,-0.5,0.33333333333333304,0.5,0.111111111111111,"(1, 2)"
54,"[(-1, -1, -1, 0), (1, 1, 1, 0)]",1,2,13,0.764705882352941,1_2,0.235294117647059,-0.529411764705882,-0.235294117647059,-0.764705882352941,0.529411764705882,0.764705882352941,0.0,"(1, 2)"
55,"[(-1, -1, 0, -1), (-1, -1, 0, 0)]",1,2,7,0.7,1_2,-0.3,-0.7,0.3,-0.39999999999999997,0.7,0.39999999999999997,0.3,"(1, 2)"
56,"[(-1, -1, 0, -1), (-1, -1, 0, 1)]",1,2,7,0.7,1_2,0.1,-0.49999999999999994,-0.1,-0.6,0.49999999999999994,0.6,0.1,"(1, 2)"
57,"[(-1, -1, 0, -1), (-1, -1, 1, 0)]",1,2,8,0.8,1_2,0.0,-0.7000000000000001,0.0,-0.7000000000000001,0.7000000000000001,0.7000000000000001,0.1,"(1, 2)"
58,"[(-1, -1, 0, -1), (-1, 0, -1, -1)]",0,2,7,0.466666666666667,0_2,-0.2,0.0,0.2,0.2,0.0,-0.2,0.466666666666667,"(0, 2)"
59,"[(-1, -1, 0, -1), (-1, 0, -1, 0)]",1,2,5,0.5,1_2,0.09999999999999998,-0.2,-0.09999999999999998,-0.3,0.2,0.3,0.2,"(1, 2)"
60,"[(-1, -1, 0, -1), (-1, 0, -1, 1)]",1,2,9,0.818181818181818,1_2,0.0,-0.7272727272727271,0.0,-0.7272727272727271,0.7272727272727271,0.7272727272727271,0.0909090909090909,"(1, 2)"
61,"[(-1, -1, 0, -1), (-1, 0, 0, -1)]",1,2,8,0.666666666666667,1_2,-0.16666666666666669,-0.5833333333333337,0.16666666666666669,-0.41666666666666696,0.5833333333333337,0.41666666666666696,0.25,"(1, 2)"
62,"[(-1, -1, 0, -1), (-1, 0, 0, 1)]",1,2,9,0.9,1_2,-0.1,-0.9,0.1,-0.8,0.9,0.8,0.1,"(1, 2)"
63,"[(-1, -1, 0, -1), (-1, 0, 1, -1)]",0,2,7,0.636363636363636,0_2,-0.36363636363636304,0.1818181818181821,0.36363636363636304,0.5454545454545451,-0.1818181818181821,-0.5454545454545451,0.636363636363636,"(0, 2)"
64,"[(-1, -1, 0, -1), (-1, 0, 1, 0)]",1,2,8,0.5,1_2,0.125,-0.1875,-0.125,-0.3125,0.1875,0.3125,0.1875,"(1, 2)"
65,"[(-1, -1, 0, -1), (-1, 0, 1, 1)]",1,2,6,0.6,1_2,0.19999999999999998,-0.3,-0.19999999999999998,-0.5,0.3,0.5,0.1,"(1, 2)"
66,"[(-1, -1, 0, -1), (-1, 1, -1, 0)]",1,2,5,0.454545454545455,1_2,-0.181818181818182,-0.272727272727273,0.181818181818182,-0.090909090909091,0.272727272727273,0.090909090909091,0.363636363636364,"(1, 2)"
67,"[(-1, -1, 0, -1), (-1, 1, 0, -1)]",0,2,5,0.454545454545455,0_2,-0.181818181818182,0.0,0.181818181818182,0.181818181818182,0.0,-0.181818181818182,0.454545454545455,"(0, 2)"
68,"[(-1, -1, 0, -1), (-1, 1, 0, 0)]",1,2,5,0.5,1_2,-0.09999999999999998,-0.3,0.09999999999999998,-0.2,0.3,0.2,0.3,"(1, 2)"
69,"[(-1, -1, 0, -1), (-1, 1, 0, 1)]",1,2,14,0.777777777777778,1_2,-0.11111111111111138,-0.7222222222222224,0.11111111111111138,-0.611111111111111,0.7222222222222224,0.611111111111111,0.166666666666667,"(1, 2)"
70,"[(-1, -1, 0, -1), (-1, 1, 1, 0)]",0,1,5,0.454545454545455,0_1,0.3636363636363641,0.0,-0.3636363636363641,-0.3636363636363641,0.0,0.3636363636363641,0.0909090909090909,"(1, 2)"
71,"[(-1, -1, 0, -1), (0, -1, -1, -1)]",0,2,8,0.666666666666667,0_2,-0.5,0.0,0.5,0.5,0.0,-0.5,0.666666666666667,"(0, 2)"
72,"[(-1, -1, 0, -1), (0, -1, -1, 0)]",1,2,9,0.692307692307692,1_2,0.1538461538461541,-0.46153846153846095,-0.1538461538461541,-0.6153846153846151,0.46153846153846095,0.6153846153846151,0.0769230769230769,"(1, 2)"
73,"[(-1, -1, 0, -1), (0, -1, -1, 1)]",1,2,6,0.6,1_2,0.0,-0.39999999999999997,0.0,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.2,"(1, 2)"
74,"[(-1, -1, 0, -1), (0, -1, 0, -1)]",0,2,9,0.9,0_2,-0.9,-0.1,0.9,0.8,0.1,-0.8,0.9,"(0, 2)"
75,"[(-1, -1, 0, -1), (0, -1, 0, 1)]",1,2,9,0.9,1_2,-0.1,-0.9,0.1,-0.8,0.9,0.8,0.1,"(1, 2)"
76,"[(-1, -1, 0, -1), (0, -1, 1, -1)]",0,2,6,0.6,0_2,-0.39999999999999997,0.0,0.39999999999999997,0.39999999999999997,0.0,-0.39999999999999997,0.6,"(0, 2)"
77,"[(-1, -1, 0, -1), (0, -1, 1, 0)]",1,2,9,0.818181818181818,1_2,0.181818181818182,-0.636363636363636,-0.181818181818182,-0.818181818181818,0.636363636363636,0.818181818181818,0.0,"(1, 2)"
78,"[(-1, -1, 0, -1), (0, -1, 1, 1)]",1,2,6,0.6,1_2,0.0,-0.39999999999999997,0.0,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.2,"(1, 2)"
79,"[(-1, -1, 0, -1), (0, 0, -1, -1)]",0,2,7,0.4375,0_2,-0.1875,-0.0625,0.1875,0.125,0.0625,-0.125,0.4375,"(0, 2)"
80,"[(-1, -1, 0, -1), (0, 0, -1, 1)]",0,1,5,0.5,0_1,0.4,0.09999999999999998,-0.4,-0.30000000000000004,-0.09999999999999998,0.30000000000000004,0.1,"(0, 1)"
81,"[(-1, -1, 0, -1), (0, 0, 1, -1)]",0,2,6,0.545454545454545,0_2,-0.4545454545454541,-0.2727272727272731,0.4545454545454541,0.181818181818181,0.2727272727272731,-0.181818181818181,0.545454545454545,"(0, 2)"
82,"[(-1, -1, 0, -1), (0, 0, 1, 1)]",1,2,7,0.636363636363636,1_2,0.363636363636364,-0.27272727272727204,-0.363636363636364,-0.636363636363636,0.27272727272727204,0.636363636363636,0.0,"(1, 2)"
83,"[(-1, -1, 0, -1), (0, 1, -1, -1)]",0,2,7,0.5,0_2,-0.14285714285714302,0.214285714285714,0.14285714285714302,0.357142857142857,-0.214285714285714,-0.357142857142857,0.5,"(0, 2)"
84,"[(-1, -1, 0, -1), (0, 1, -1, 0)]",0,1,5,0.5,0_1,0.2,0.3,-0.2,0.09999999999999998,-0.3,-0.09999999999999998,0.3,"(0, 1)"
85,"[(-1, -1, 0, -1), (0, 1, -1, 1)]",0,1,11,0.733333333333333,0_1,0.6,0.6,-0.6,0.0,-0.6,0.0,0.133333333333333,"(0, 1)"
86,"[(-1, -1, 0, -1), (0, 1, 0, -1)]",0,2,7,0.7,0_2,-0.49999999999999994,0.1,0.49999999999999994,0.6,-0.1,-0.6,0.7,"(0, 2)"
87,"[(-1, -1, 0, -1), (0, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.0,-0.7272727272727271,0.0,-0.7272727272727271,0.7272727272727271,0.7272727272727271,0.0909090909090909,"(1, 2)"
88,"[(-1, -1, 0, -1), (0, 1, 1, -1)]",0,2,9,0.529411764705882,0_2,-0.41176470588235303,-0.235294117647059,0.41176470588235303,0.17647058823529405,0.235294117647059,-0.17647058823529405,0.529411764705882,"(0, 2)"
89,"[(-1, -1, 0, -1), (0, 1, 1, 0)]",0,1,5,0.454545454545455,0_1,0.181818181818182,0.181818181818182,-0.181818181818182,0.0,-0.181818181818182,0.0,0.272727272727273,"(0, 1)"
90,"[(-1, -1, 0, -1), (0, 1, 1, 1)]",1,2,6,0.545454545454545,1_2,0.2727272727272731,-0.181818181818181,-0.2727272727272731,-0.4545454545454541,0.181818181818181,0.4545454545454541,0.0909090909090909,"(1, 2)"
91,"[(-1, -1, 0, -1), (1, -1, -1, 0)]",1,2,7,0.636363636363636,1_2,0.1818181818181821,-0.36363636363636304,-0.1818181818181821,-0.5454545454545451,0.36363636363636304,0.5454545454545451,0.0909090909090909,"(1, 2)"
92,"[(-1, -1, 0, -1), (1, -1, 0, -1)]",0,2,5,0.454545454545455,0_2,-0.181818181818182,0.0,0.181818181818182,0.181818181818182,0.0,-0.181818181818182,0.454545454545455,"(0, 2)"
93,"[(-1, -1, 0, -1), (1, -1, 0, 0)]",1,2,7,0.7,1_2,-0.1,-0.6,0.1,-0.49999999999999994,0.6,0.49999999999999994,0.2,"(1, 2)"
94,"[(-1, -1, 0, -1), (1, -1, 0, 1)]",0,2,5,0.5,0_2,-0.5,-0.5,0.5,0.0,0.5,0.0,0.5,"(1, 2)"
95,"[(-1, -1, 0, -1), (1, -1, 1, 0)]",0,1,6,0.4,0_1,0.2,0.0,-0.2,-0.2,0.0,0.2,0.2,"(1, 2)"
96,"[(-1, -1, 0, -1), (1, 0, -1, -1)]",0,2,7,0.7,0_2,-0.49999999999999994,0.1,0.49999999999999994,0.6,-0.1,-0.6,0.7,"(0, 2)"
97,"[(-1, -1, 0, -1), (1, 0, -1, 0)]",1,2,5,0.454545454545455,1_2,0.181818181818182,-0.090909090909091,-0.181818181818182,-0.272727272727273,0.090909090909091,0.272727272727273,0.181818181818182,"(1, 2)"
98,"[(-1, -1, 0, -1), (1, 0, -1, 1)]",1,2,6,0.6,1_2,0.4,-0.19999999999999996,-0.4,-0.6,0.19999999999999996,0.6,0.0,"(1, 2)"
99,"[(-1, -1, 0, -1), (1, 0, 0, -1)]",0,2,11,0.733333333333333,0_2,-0.733333333333333,-0.266666666666667,0.733333333333333,0.46666666666666595,0.266666666666667,-0.46666666666666595,0.733333333333333,"(0, 2)"
100,"[(-1, -1, 0, -1), (1, 0, 0, 1)]",1,2,9,0.818181818181818,1_2,0.0,-0.7272727272727271,0.0,-0.7272727272727271,0.7272727272727271,0.7272727272727271,0.0909090909090909,"(1, 2)"
101,"[(-1, -1, 0, -1), (1, 0, 1, -1)]",0,1,8,0.8,0_1,0.6000000000000001,0.8,-0.6000000000000001,0.2,-0.8,-0.2,0.2,"(0, 1)"
102,"[(-1, -1, 0, -1), (1, 0, 1, 0)]",1,2,8,0.666666666666667,1_2,0.0,-0.5,0.0,-0.5,0.5,0.5,0.166666666666667,"(1, 2)"
103,"[(-1, -1, 0, -1), (1, 0, 1, 1)]",1,2,10,0.666666666666667,1_2,0.333333333333333,-0.333333333333334,-0.333333333333333,-0.666666666666667,0.333333333333334,0.666666666666667,0.0,"(1, 2)"
104,"[(-1, -1, 0, -1), (1, 1, -1, 0)]",1,2,5,0.5,1_2,0.30000000000000004,-0.09999999999999998,-0.30000000000000004,-0.4,0.09999999999999998,0.4,0.1,"(1, 2)"
105,"[(-1, -1, 0, -1), (1, 1, 0, -1)]",0,2,4,0.4,0_2,-0.10000000000000003,0.0,0.10000000000000003,0.10000000000000003,0.0,-0.10000000000000003,0.4,"(0, 2)"
106,"[(-1, -1, 0, -1), (1, 1, 0, 0)]",1,2,9,0.9,1_2,0.1,-0.8,-0.1,-0.9,0.8,0.9,0.0,"(1, 2)"
107,"[(-1, -1, 0, -1), (1, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.181818181818182,-0.636363636363636,-0.181818181818182,-0.818181818181818,0.636363636363636,0.818181818181818,0.0,"(1, 2)"
108,"[(-1, -1, 0, -1), (1, 1, 1, 0)]",1,2,6,0.6,1_2,0.19999999999999998,-0.3,-0.19999999999999998,-0.5,0.3,0.5,0.1,"(1, 2)"
109,"[(-1, -1, 0, 0), (-1, -1, 0, 1)]",0,1,7,0.7,0_1,0.7,0.39999999999999997,-0.7,-0.3,-0.39999999999999997,0.3,0.0,"(0, 1)"
110,"[(-1, -1, 0, 0), (-1, -1, 1, 0)]",0,1,8,0.533333333333333,0_1,0.533333333333333,0.06666666666666599,-0.533333333333333,-0.466666666666667,-0.06666666666666599,0.466666666666667,0.0,"(0, 1)"
111,"[(-1, -1, 0, 0), (-1, 0, -1, -1)]",0,1,14,0.933333333333333,0_1,0.933333333333333,0.8666666666666664,-0.933333333333333,-0.0666666666666667,-0.8666666666666664,0.0666666666666667,0.0,"(0, 1)"
112,"[(-1, -1, 0, 0), (-1, 0, -1, 0)]",0,1,7,0.538461538461538,0_1,0.384615384615384,0.23076923076923,-0.384615384615384,-0.153846153846154,-0.23076923076923,0.153846153846154,0.153846153846154,"(0, 1)"
113,"[(-1, -1, 0, 0), (-1, 0, -1, 1)]",0,1,8,0.727272727272727,0_1,0.727272727272727,0.454545454545454,-0.727272727272727,-0.272727272727273,-0.454545454545454,0.272727272727273,0.0,"(0, 1)"
114,"[(-1, -1, 0, 0), (-1, 0, 0, -1)]",0,1,8,0.8,0_1,0.8,0.6000000000000001,-0.8,-0.2,-0.6000000000000001,0.2,0.0,"(0, 1)"
115,"[(-1, -1, 0, 0), (-1, 0, 0, 1)]",0,1,6,0.545454545454545,0_1,0.4545454545454541,0.181818181818181,-0.4545454545454541,-0.2727272727272731,-0.181818181818181,0.2727272727272731,0.0909090909090909,"(0, 1)"
116,"[(-1, -1, 0, 0), (-1, 0, 1, -1)]",0,1,10,0.909090909090909,0_1,0.818181818181818,0.909090909090909,-0.818181818181818,0.0909090909090909,-0.909090909090909,-0.0909090909090909,0.0909090909090909,"(0, 1)"
117,"[(-1, -1, 0, 0), (-1, 0, 1, 0)]",0,1,9,0.9,0_1,0.8,0.9,-0.8,0.1,-0.9,-0.1,0.1,"(0, 1)"
118,"[(-1, -1, 0, 0), (-1, 0, 1, 1)]",0,1,9,0.9,0_1,0.9,0.8,-0.9,-0.1,-0.8,0.1,0.0,"(0, 1)"
119,"[(-1, -1, 0, 0), (-1, 1, -1, 0)]",0,1,11,1.0,0_1,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,"(0, 1)"
120,"[(-1, -1, 0, 0), (-1, 1, 0, -1)]",0,1,14,0.933333333333333,0_1,0.933333333333333,0.8666666666666664,-0.933333333333333,-0.0666666666666667,-0.8666666666666664,0.0666666666666667,0.0,"(0, 1)"
121,"[(-1, -1, 0, 0), (-1, 1, 0, 0)]",0,1,11,0.785714285714286,0_1,0.642857142857143,0.7142857142857146,-0.642857142857143,0.07142857142857159,-0.7142857142857146,-0.07142857142857159,0.142857142857143,"(0, 1)"
122,"[(-1, -1, 0, 0), (-1, 1, 0, 1)]",0,1,8,0.8,0_1,0.7000000000000001,0.7000000000000001,-0.7000000000000001,0.0,-0.7000000000000001,0.0,0.1,"(0, 1)"
123,"[(-1, -1, 0, 0), (-1, 1, 1, 0)]",0,1,8,0.727272727272727,0_1,0.636363636363636,0.545454545454545,-0.636363636363636,-0.09090909090909109,-0.545454545454545,0.09090909090909109,0.0909090909090909,"(0, 1)"
124,"[(-1, -1, 0, 0), (0, -1, -1, -1)]",0,1,10,0.833333333333333,0_1,0.7499999999999998,0.7499999999999998,-0.7499999999999998,0.0,-0.7499999999999998,0.0,0.0833333333333333,"(0, 1)"
125,"[(-1, -1, 0, 0), (0, -1, -1, 0)]",0,1,15,0.833333333333333,0_1,0.7222222222222221,0.7777777777777775,-0.7222222222222221,0.05555555555555539,-0.7777777777777775,-0.05555555555555539,0.111111111111111,"(0, 1)"
126,"[(-1, -1, 0, 0), (0, -1, -1, 1)]",0,1,11,1.0,0_1,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,"(0, 1)"
127,"[(-1, -1, 0, 0), (0, -1, 0, -1)]",0,1,10,0.833333333333333,0_1,0.833333333333333,0.6666666666666661,-0.833333333333333,-0.166666666666667,-0.6666666666666661,0.166666666666667,0.0,"(0, 1)"
128,"[(-1, -1, 0, 0), (0, -1, 0, 1)]",0,1,9,0.818181818181818,0_1,0.7272727272727271,0.7272727272727271,-0.7272727272727271,0.0,-0.7272727272727271,0.0,0.0909090909090909,"(0, 1)"
129,"[(-1, -1, 0, 0), (0, -1, 1, -1)]",0,1,10,0.909090909090909,0_1,0.909090909090909,0.818181818181818,-0.909090909090909,-0.0909090909090909,-0.818181818181818,0.0909090909090909,0.0,"(0, 1)"
130,"[(-1, -1, 0, 0), (0, -1, 1, 0)]",0,1,5,0.5,0_1,0.5,0.0,-0.5,-0.5,0.0,0.5,0.0,"(1, 2)"
