,efforts_tuples,selected0,selected1,count,count_normalized,selected_motions,alpha_0_1,alpha_1_0,alpha_0_2,alpha_2_0,alpha_1_2,alpha_2_1,direct_comparison_value,most_preferred_pair
740,"[(-1, 1, 0, 0), (0, 1, 1, 0)]",0,1,8,0.8,0_1,0.7000000000000001,0.7000000000000001,-0.7000000000000001,0.0,-0.7000000000000001,0.0,0.1,"(0, 1)"
741,"[(-1, 1, 0, 0), (0, 1, 1, 1)]",0,1,6,0.6,0_1,0.19999999999999996,0.6,-0.19999999999999996,0.4,-0.6,-0.4,0.4,"(0, 1)"
742,"[(-1, 1, 0, 0), (1, -1, -1, 0)]",0,1,10,0.769230769230769,0_1,0.769230769230769,0.5384615384615381,-0.769230769230769,-0.230769230769231,-0.5384615384615381,0.230769230769231,0.0,"(0, 1)"
743,"[(-1, 1, 0, 0), (1, -1, 0, -1)]",0,1,6,0.545454545454545,0_1,0.272727272727272,0.363636363636363,-0.272727272727272,0.090909090909091,-0.363636363636363,-0.090909090909091,0.272727272727273,"(0, 1)"
744,"[(-1, 1, 0, 0), (1, -1, 0, 0)]",0,1,5,0.5,0_1,0.5,0.0,-0.5,-0.5,0.0,0.5,0.0,"(1, 2)"
745,"[(-1, 1, 0, 0), (1, -1, 0, 1)]",0,1,6,0.6,0_1,0.5,0.3,-0.5,-0.19999999999999998,-0.3,0.19999999999999998,0.1,"(0, 1)"
746,"[(-1, 1, 0, 0), (1, -1, 1, 0)]",0,1,7,0.7,0_1,0.7,0.39999999999999997,-0.7,-0.3,-0.39999999999999997,0.3,0.0,"(0, 1)"
747,"[(-1, 1, 0, 0), (1, 0, -1, -1)]",0,1,7,0.7,0_1,0.49999999999999994,0.6,-0.49999999999999994,0.1,-0.6,-0.1,0.2,"(0, 1)"
748,"[(-1, 1, 0, 0), (1, 0, -1, 0)]",0,1,8,0.8,0_1,0.8,0.6000000000000001,-0.8,-0.2,-0.6000000000000001,0.2,0.0,"(0, 1)"
749,"[(-1, 1, 0, 0), (1, 0, -1, 1)]",0,1,7,0.636363636363636,0_1,0.636363636363636,0.27272727272727204,-0.636363636363636,-0.363636363636364,-0.27272727272727204,0.363636363636364,0.0,"(0, 1)"
750,"[(-1, 1, 0, 0), (1, 0, 0, -1)]",0,1,6,0.545454545454545,0_1,0.181818181818181,0.4545454545454541,-0.181818181818181,0.2727272727272731,-0.4545454545454541,-0.2727272727272731,0.363636363636364,"(0, 1)"
751,"[(-1, 1, 0, 0), (1, 0, 0, 1)]",0,1,10,0.588235294117647,0_1,0.5294117647058822,0.235294117647059,-0.5294117647058822,-0.29411764705882326,-0.235294117647059,0.29411764705882326,0.0588235294117647,"(0, 1)"
752,"[(-1, 1, 0, 0), (1, 0, 1, -1)]",0,1,10,0.769230769230769,0_1,0.5384615384615381,0.769230769230769,-0.5384615384615381,0.230769230769231,-0.769230769230769,-0.230769230769231,0.230769230769231,"(0, 1)"
753,"[(-1, 1, 0, 0), (1, 0, 1, 0)]",1,2,7,0.5,1_2,0.3571428571428576,-0.07142857142857101,-0.3571428571428576,-0.4285714285714286,0.07142857142857101,0.4285714285714286,0.0714285714285714,"(1, 2)"
754,"[(-1, 1, 0, 0), (1, 0, 1, 1)]",0,1,13,0.866666666666667,0_1,0.8000000000000004,0.8000000000000004,-0.8000000000000004,0.0,-0.8000000000000004,0.0,0.0666666666666667,"(0, 1)"
755,"[(-1, 1, 0, 0), (1, 1, -1, 0)]",0,1,7,0.7,0_1,0.6,0.49999999999999994,-0.6,-0.1,-0.49999999999999994,0.1,0.1,"(0, 1)"
756,"[(-1, 1, 0, 0), (1, 1, 0, -1)]",0,1,11,0.647058823529412,0_1,0.35294117647058804,0.5882352941176473,-0.35294117647058804,0.2352941176470593,-0.5882352941176473,-0.2352941176470593,0.294117647058824,"(0, 1)"
757,"[(-1, 1, 0, 0), (1, 1, 0, 0)]",1,2,9,0.818181818181818,1_2,0.0,-0.7272727272727271,0.0,-0.7272727272727271,0.7272727272727271,0.7272727272727271,0.0909090909090909,"(1, 2)"
758,"[(-1, 1, 0, 0), (1, 1, 0, 1)]",0,1,8,0.5,0_1,0.4375,0.0625,-0.4375,-0.375,-0.0625,0.375,0.0625,"(0, 1)"
759,"[(-1, 1, 0, 0), (1, 1, 1, 0)]",0,1,6,0.6,0_1,0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.0,-0.39999999999999997,0.0,0.2,"(0, 1)"
760,"[(-1, 1, 0, 1), (-1, 1, 1, 0)]",0,1,9,0.9,0_1,0.8,0.9,-0.8,0.1,-0.9,-0.1,0.1,"(0, 1)"
761,"[(-1, 1, 0, 1), (0, -1, -1, -1)]",0,1,9,0.9,0_1,0.8,0.9,-0.8,0.1,-0.9,-0.1,0.1,"(0, 1)"
762,"[(-1, 1, 0, 1), (0, -1, -1, 0)]",0,1,8,0.727272727272727,0_1,0.636363636363636,0.545454545454545,-0.636363636363636,-0.09090909090909109,-0.545454545454545,0.09090909090909109,0.0909090909090909,"(0, 1)"
763,"[(-1, 1, 0, 1), (0, -1, -1, 1)]",0,1,6,0.545454545454545,0_1,0.4545454545454541,0.181818181818181,-0.4545454545454541,-0.2727272727272731,-0.181818181818181,0.2727272727272731,0.0909090909090909,"(0, 1)"
764,"[(-1, 1, 0, 1), (0, -1, 0, -1)]",0,1,10,1.0,0_1,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,"(0, 1)"
765,"[(-1, 1, 0, 1), (0, -1, 0, 1)]",0,1,7,0.7,0_1,0.6,0.49999999999999994,-0.6,-0.1,-0.49999999999999994,0.1,0.1,"(0, 1)"
766,"[(-1, 1, 0, 1), (0, -1, 1, -1)]",0,1,9,0.9,0_1,0.9,0.8,-0.9,-0.1,-0.8,0.1,0.0,"(0, 1)"
767,"[(-1, 1, 0, 1), (0, -1, 1, 0)]",1,2,6,0.6,1_2,0.4,-0.19999999999999996,-0.4,-0.6,0.19999999999999996,0.6,0.0,"(1, 2)"
768,"[(-1, 1, 0, 1), (0, -1, 1, 1)]",0,1,8,0.8,0_1,0.7000000000000001,0.7000000000000001,-0.7000000000000001,0.0,-0.7000000000000001,0.0,0.1,"(0, 1)"
769,"[(-1, 1, 0, 1), (0, 0, -1, -1)]",0,1,6,0.6,0_1,0.6,0.19999999999999996,-0.6,-0.4,-0.19999999999999996,0.4,0.0,"(0, 1)"
770,"[(-1, 1, 0, 1), (0, 0, -1, 1)]",0,1,9,0.818181818181818,0_1,0.7272727272727271,0.7272727272727271,-0.7272727272727271,0.0,-0.7272727272727271,0.0,0.0909090909090909,"(0, 1)"
771,"[(-1, 1, 0, 1), (0, 0, 1, -1)]",0,1,10,1.0,0_1,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,"(0, 1)"
772,"[(-1, 1, 0, 1), (0, 0, 1, 1)]",0,1,11,0.733333333333333,0_1,0.6,0.6,-0.6,0.0,-0.6,0.0,0.133333333333333,"(0, 1)"
773,"[(-1, 1, 0, 1), (0, 1, -1, -1)]",0,1,13,0.8125,0_1,0.75,0.6875,-0.75,-0.0625,-0.6875,0.0625,0.0625,"(0, 1)"
774,"[(-1, 1, 0, 1), (0, 1, -1, 0)]",0,1,9,0.818181818181818,0_1,0.818181818181818,0.636363636363636,-0.818181818181818,-0.181818181818182,-0.636363636363636,0.181818181818182,0.0,"(0, 1)"
775,"[(-1, 1, 0, 1), (0, 1, -1, 1)]",0,1,7,0.7,0_1,0.49999999999999994,0.6,-0.49999999999999994,0.1,-0.6,-0.1,0.2,"(0, 1)"
776,"[(-1, 1, 0, 1), (0, 1, 0, -1)]",0,1,9,0.692307692307692,0_1,0.538461538461538,0.538461538461538,-0.538461538461538,0.0,-0.538461538461538,0.0,0.153846153846154,"(0, 1)"
777,"[(-1, 1, 0, 1), (0, 1, 0, 1)]",0,1,4,0.363636363636364,0_1,0.090909090909091,0.0,-0.090909090909091,-0.090909090909091,0.0,0.090909090909091,0.272727272727273,"(1, 2)"
778,"[(-1, 1, 0, 1), (0, 1, 1, -1)]",0,1,8,0.8,0_1,0.6000000000000001,0.8,-0.6000000000000001,0.2,-0.8,-0.2,0.2,"(0, 1)"
779,"[(-1, 1, 0, 1), (0, 1, 1, 0)]",0,1,9,0.818181818181818,0_1,0.818181818181818,0.636363636363636,-0.818181818181818,-0.181818181818182,-0.636363636363636,0.181818181818182,0.0,"(0, 1)"
780,"[(-1, 1, 0, 1), (0, 1, 1, 1)]",0,1,5,0.5,0_1,0.3,0.2,-0.3,-0.09999999999999998,-0.2,0.09999999999999998,0.2,"(0, 1)"
781,"[(-1, 1, 0, 1), (1, -1, -1, 0)]",0,1,5,0.5,0_1,0.09999999999999998,0.4,-0.09999999999999998,0.30000000000000004,-0.4,-0.30000000000000004,0.4,"(0, 1)"
782,"[(-1, 1, 0, 1), (1, -1, 0, -1)]",0,1,7,0.636363636363636,0_1,0.636363636363636,0.27272727272727204,-0.636363636363636,-0.363636363636364,-0.27272727272727204,0.363636363636364,0.0,"(0, 1)"
783,"[(-1, 1, 0, 1), (1, -1, 0, 0)]",0,1,4,0.4,0_1,0.2,0.0,-0.2,-0.2,0.0,0.2,0.2,"(1, 2)"
784,"[(-1, 1, 0, 1), (1, -1, 0, 1)]",0,1,6,0.545454545454545,0_1,0.545454545454545,0.09090909090909,-0.545454545454545,-0.454545454545455,-0.09090909090909,0.454545454545455,0.0,"(0, 1)"
785,"[(-1, 1, 0, 1), (1, -1, 1, 0)]",0,1,8,0.8,0_1,0.7000000000000001,0.7000000000000001,-0.7000000000000001,0.0,-0.7000000000000001,0.0,0.1,"(0, 1)"
786,"[(-1, 1, 0, 1), (1, 0, -1, -1)]",0,1,8,0.8,0_1,0.7000000000000001,0.7000000000000001,-0.7000000000000001,0.0,-0.7000000000000001,0.0,0.1,"(0, 1)"
787,"[(-1, 1, 0, 1), (1, 0, -1, 0)]",1,2,7,0.636363636363636,1_2,0.1818181818181821,-0.36363636363636304,-0.1818181818181821,-0.5454545454545451,0.36363636363636304,0.5454545454545451,0.0909090909090909,"(1, 2)"
788,"[(-1, 1, 0, 1), (1, 0, -1, 1)]",0,1,5,0.5,0_1,0.09999999999999998,0.4,-0.09999999999999998,0.30000000000000004,-0.4,-0.30000000000000004,0.4,"(0, 1)"
789,"[(-1, 1, 0, 1), (1, 0, 0, -1)]",0,1,6,0.545454545454545,0_1,0.4545454545454541,0.181818181818181,-0.4545454545454541,-0.2727272727272731,-0.181818181818181,0.2727272727272731,0.0909090909090909,"(0, 1)"
790,"[(-1, 1, 0, 1), (1, 0, 0, 1)]",0,1,5,0.5,0_1,0.4,0.09999999999999998,-0.4,-0.30000000000000004,-0.09999999999999998,0.30000000000000004,0.1,"(0, 1)"
791,"[(-1, 1, 0, 1), (1, 0, 1, -1)]",0,1,8,0.727272727272727,0_1,0.727272727272727,0.454545454545454,-0.727272727272727,-0.272727272727273,-0.454545454545454,0.272727272727273,0.0,"(0, 1)"
792,"[(-1, 1, 0, 1), (1, 0, 1, 0)]",0,1,8,0.727272727272727,0_1,0.636363636363636,0.545454545454545,-0.636363636363636,-0.09090909090909109,-0.545454545454545,0.09090909090909109,0.0909090909090909,"(0, 1)"
793,"[(-1, 1, 0, 1), (1, 0, 1, 1)]",0,1,12,0.923076923076923,0_1,0.923076923076923,0.8461538461538461,-0.923076923076923,-0.0769230769230769,-0.8461538461538461,0.0769230769230769,0.0,"(0, 1)"
794,"[(-1, 1, 0, 1), (1, 1, -1, 0)]",0,1,7,0.7,0_1,0.7,0.39999999999999997,-0.7,-0.3,-0.39999999999999997,0.3,0.0,"(0, 1)"
795,"[(-1, 1, 0, 1), (1, 1, 0, -1)]",0,1,9,0.818181818181818,0_1,0.7272727272727271,0.7272727272727271,-0.7272727272727271,0.0,-0.7272727272727271,0.0,0.0909090909090909,"(0, 1)"
796,"[(-1, 1, 0, 1), (1, 1, 0, 0)]",0,1,9,0.6,0_1,0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.0,-0.39999999999999997,0.0,0.2,"(0, 1)"
797,"[(-1, 1, 0, 1), (1, 1, 0, 1)]",1,2,7,0.5,1_2,-0.07142857142857198,-0.28571428571428603,0.07142857142857198,-0.21428571428571402,0.28571428571428603,0.21428571428571402,0.285714285714286,"(1, 2)"
798,"[(-1, 1, 0, 1), (1, 1, 1, 0)]",0,1,10,0.909090909090909,0_1,0.909090909090909,0.818181818181818,-0.909090909090909,-0.0909090909090909,-0.818181818181818,0.0909090909090909,0.0,"(0, 1)"
799,"[(-1, 1, 1, 0), (0, -1, -1, -1)]",0,1,8,0.8,0_1,0.7000000000000001,0.7000000000000001,-0.7000000000000001,0.0,-0.7000000000000001,0.0,0.1,"(0, 1)"
800,"[(-1, 1, 1, 0), (0, -1, -1, 0)]",1,2,7,0.636363636363636,1_2,0.1818181818181821,-0.36363636363636304,-0.1818181818181821,-0.5454545454545451,0.36363636363636304,0.5454545454545451,0.0909090909090909,"(1, 2)"
801,"[(-1, 1, 1, 0), (0, -1, -1, 1)]",0,1,6,0.545454545454545,0_1,0.4545454545454541,0.181818181818181,-0.4545454545454541,-0.2727272727272731,-0.181818181818181,0.2727272727272731,0.0909090909090909,"(0, 1)"
802,"[(-1, 1, 1, 0), (0, -1, 0, -1)]",0,1,5,0.454545454545455,0_1,0.181818181818182,0.181818181818182,-0.181818181818182,0.0,-0.181818181818182,0.0,0.272727272727273,"(0, 1)"
803,"[(-1, 1, 1, 0), (0, -1, 0, 1)]",1,2,8,0.727272727272727,1_2,0.272727272727273,-0.454545454545454,-0.272727272727273,-0.727272727272727,0.454545454545454,0.727272727272727,0.0,"(1, 2)"
804,"[(-1, 1, 1, 0), (0, -1, 1, -1)]",0,1,8,0.727272727272727,0_1,0.545454545454545,0.636363636363636,-0.545454545454545,0.09090909090909109,-0.636363636363636,-0.09090909090909109,0.181818181818182,"(0, 1)"
805,"[(-1, 1, 1, 0), (0, -1, 1, 0)]",0,1,4,0.4,0_1,0.0,0.2,0.0,0.2,-0.2,-0.2,0.4,"(0, 2)"
806,"[(-1, 1, 1, 0), (0, -1, 1, 1)]",0,1,5,0.5,0_1,0.5,0.0,-0.5,-0.5,0.0,0.5,0.0,"(1, 2)"
807,"[(-1, 1, 1, 0), (0, 0, -1, -1)]",0,1,9,0.5,0_1,0.222222222222222,0.277777777777778,-0.222222222222222,0.055555555555556024,-0.277777777777778,-0.055555555555556024,0.277777777777778,"(0, 1)"
808,"[(-1, 1, 1, 0), (0, 0, -1, 1)]",0,1,4,0.4,0_1,0.2,0.0,-0.2,-0.2,0.0,0.2,0.2,"(1, 2)"
809,"[(-1, 1, 1, 0), (0, 0, 1, -1)]",0,2,6,0.6,0_2,-0.19999999999999996,0.4,0.19999999999999996,0.6,-0.4,-0.6,0.6,"(0, 2)"
810,"[(-1, 1, 1, 0), (0, 0, 1, 1)]",0,1,6,0.375,0_1,0.125,0.0,-0.125,-0.125,0.0,0.125,0.25,"(1, 2)"
811,"[(-1, 1, 1, 0), (0, 1, -1, -1)]",0,1,11,0.785714285714286,0_1,0.642857142857143,0.7142857142857146,-0.642857142857143,0.07142857142857159,-0.7142857142857146,-0.07142857142857159,0.142857142857143,"(0, 1)"
812,"[(-1, 1, 1, 0), (0, 1, -1, 0)]",0,1,8,0.727272727272727,0_1,0.636363636363636,0.545454545454545,-0.636363636363636,-0.09090909090909109,-0.545454545454545,0.09090909090909109,0.0909090909090909,"(0, 1)"
813,"[(-1, 1, 1, 0), (0, 1, -1, 1)]",1,2,6,0.545454545454545,1_2,0.454545454545455,-0.09090909090909,-0.454545454545455,-0.545454545454545,0.09090909090909,0.545454545454545,0.0,"(1, 2)"
814,"[(-1, 1, 1, 0), (0, 1, 0, -1)]",0,2,5,0.454545454545455,0_2,-0.090909090909091,0.181818181818182,0.090909090909091,0.272727272727273,-0.181818181818182,-0.272727272727273,0.454545454545455,"(0, 2)"
815,"[(-1, 1, 1, 0), (0, 1, 0, 1)]",1,2,12,0.857142857142857,1_2,0.142857142857143,-0.714285714285714,-0.142857142857143,-0.857142857142857,0.714285714285714,0.857142857142857,0.0,"(1, 2)"
816,"[(-1, 1, 1, 0), (0, 1, 1, -1)]",0,2,6,0.6,0_2,-0.3,0.19999999999999998,0.3,0.5,-0.19999999999999998,-0.5,0.6,"(0, 2)"
817,"[(-1, 1, 1, 0), (0, 1, 1, 0)]",1,2,4,0.4,1_2,0.0,-0.10000000000000003,0.0,-0.10000000000000003,0.10000000000000003,0.10000000000000003,0.3,"(1, 2)"
818,"[(-1, 1, 1, 0), (0, 1, 1, 1)]",1,2,5,0.5,1_2,-0.09999999999999998,-0.3,0.09999999999999998,-0.2,0.3,0.2,0.3,"(1, 2)"
819,"[(-1, 1, 1, 0), (1, -1, -1, 0)]",1,2,7,0.7,1_2,0.3,-0.39999999999999997,-0.3,-0.7,0.39999999999999997,0.7,0.0,"(1, 2)"
820,"[(-1, 1, 1, 0), (1, -1, 0, -1)]",1,2,9,0.5625,1_2,0.0625,-0.3125,-0.0625,-0.375,0.3125,0.375,0.1875,"(1, 2)"
821,"[(-1, 1, 1, 0), (1, -1, 0, 0)]",1,2,8,0.8,1_2,0.2,-0.6000000000000001,-0.2,-0.8,0.6000000000000001,0.8,0.0,"(1, 2)"
822,"[(-1, 1, 1, 0), (1, -1, 0, 1)]",1,2,9,0.9,1_2,0.1,-0.8,-0.1,-0.9,0.8,0.9,0.0,"(1, 2)"
823,"[(-1, 1, 1, 0), (1, -1, 1, 0)]",1,2,9,0.692307692307692,1_2,0.1538461538461541,-0.46153846153846095,-0.1538461538461541,-0.6153846153846151,0.46153846153846095,0.6153846153846151,0.0769230769230769,"(1, 2)"
824,"[(-1, 1, 1, 0), (1, 0, -1, -1)]",0,1,8,0.727272727272727,0_1,0.636363636363636,0.545454545454545,-0.636363636363636,-0.09090909090909109,-0.545454545454545,0.09090909090909109,0.0909090909090909,"(0, 1)"
825,"[(-1, 1, 1, 0), (1, 0, -1, 0)]",0,1,7,0.636363636363636,0_1,0.636363636363636,0.27272727272727204,-0.636363636363636,-0.363636363636364,-0.27272727272727204,0.363636363636364,0.0,"(0, 1)"
826,"[(-1, 1, 1, 0), (1, 0, -1, 1)]",1,2,6,0.6,1_2,0.4,-0.19999999999999996,-0.4,-0.6,0.19999999999999996,0.6,0.0,"(1, 2)"
827,"[(-1, 1, 1, 0), (1, 0, 0, -1)]",1,2,6,0.4,1_2,0.06666666666666599,-0.06666666666666704,-0.06666666666666599,-0.13333333333333303,0.06666666666666704,0.13333333333333303,0.266666666666667,"(1, 2)"
828,"[(-1, 1, 1, 0), (1, 0, 0, 1)]",1,2,7,0.583333333333333,1_2,0.24999999999999967,-0.25000000000000006,-0.24999999999999967,-0.4999999999999997,0.25000000000000006,0.4999999999999997,0.0833333333333333,"(1, 2)"
829,"[(-1, 1, 1, 0), (1, 0, 1, -1)]",0,2,9,0.6,0_2,-0.266666666666667,0.2666666666666663,0.266666666666667,0.5333333333333333,-0.2666666666666663,-0.5333333333333333,0.6,"(0, 2)"
830,"[(-1, 1, 1, 0), (1, 0, 1, 0)]",1,2,6,0.545454545454545,1_2,0.090909090909091,-0.272727272727272,-0.090909090909091,-0.363636363636363,0.272727272727272,0.363636363636363,0.181818181818182,"(1, 2)"
831,"[(-1, 1, 1, 0), (1, 0, 1, 1)]",1,2,6,0.5,1_2,0.166666666666666,-0.16666666666666702,-0.166666666666666,-0.33333333333333304,0.16666666666666702,0.33333333333333304,0.166666666666667,"(1, 2)"
832,"[(-1, 1, 1, 0), (1, 1, -1, 0)]",1,2,7,0.636363636363636,1_2,0.1818181818181821,-0.36363636363636304,-0.1818181818181821,-0.5454545454545451,0.36363636363636304,0.5454545454545451,0.0909090909090909,"(1, 2)"
833,"[(-1, 1, 1, 0), (1, 1, 0, -1)]",0,1,6,0.6,0_1,0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.0,-0.39999999999999997,0.0,0.2,"(0, 1)"
834,"[(-1, 1, 1, 0), (1, 1, 0, 0)]",1,2,7,0.636363636363636,1_2,0.363636363636364,-0.27272727272727204,-0.363636363636364,-0.636363636363636,0.27272727272727204,0.636363636363636,0.0,"(1, 2)"
835,"[(-1, 1, 1, 0), (1, 1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.181818181818182,-0.636363636363636,-0.181818181818182,-0.818181818181818,0.636363636363636,0.818181818181818,0.0,"(1, 2)"
836,"[(-1, 1, 1, 0), (1, 1, 1, 0)]",0,1,5,0.416666666666667,0_1,0.08333333333333404,0.16666666666666702,-0.08333333333333404,0.08333333333333298,-0.16666666666666702,-0.08333333333333298,0.333333333333333,"(0, 1)"
837,"[(0, -1, -1, -1), (0, -1, -1, 0)]",0,2,7,0.411764705882353,0_2,-0.176470588235294,-0.117647058823529,0.176470588235294,0.058823529411764996,0.117647058823529,-0.058823529411764996,0.411764705882353,"(0, 2)"
838,"[(0, -1, -1, -1), (0, -1, -1, 1)]",1,2,8,0.615384615384615,1_2,-0.384615384615385,-0.615384615384615,0.384615384615385,-0.23076923076922995,0.615384615384615,0.23076923076922995,0.384615384615385,"(1, 2)"
839,"[(0, -1, -1, -1), (0, -1, 0, -1)]",0,2,7,0.636363636363636,0_2,-0.636363636363636,-0.363636363636364,0.636363636363636,0.27272727272727204,0.363636363636364,-0.27272727272727204,0.636363636363636,"(0, 2)"
840,"[(0, -1, -1, -1), (0, -1, 0, 1)]",1,2,11,0.846153846153846,1_2,0.0,-0.7692307692307692,0.0,-0.7692307692307692,0.7692307692307692,0.7692307692307692,0.0769230769230769,"(1, 2)"
841,"[(0, -1, -1, -1), (0, -1, 1, -1)]",0,2,9,0.818181818181818,0_2,-0.7272727272727271,0.0,0.7272727272727271,0.7272727272727271,0.0,-0.7272727272727271,0.818181818181818,"(0, 2)"
842,"[(0, -1, -1, -1), (0, -1, 1, 0)]",1,2,7,0.636363636363636,1_2,0.1818181818181821,-0.36363636363636304,-0.1818181818181821,-0.5454545454545451,0.36363636363636304,0.5454545454545451,0.0909090909090909,"(1, 2)"
843,"[(0, -1, -1, -1), (0, -1, 1, 1)]",1,2,10,0.909090909090909,1_2,-0.0909090909090909,-0.909090909090909,0.0909090909090909,-0.818181818181818,0.909090909090909,0.818181818181818,0.0909090909090909,"(1, 2)"
844,"[(0, -1, -1, -1), (0, 0, -1, -1)]",0,2,12,0.666666666666667,0_2,-0.444444444444445,0.111111111111111,0.444444444444445,0.555555555555556,-0.111111111111111,-0.555555555555556,0.666666666666667,"(0, 2)"
845,"[(0, -1, -1, -1), (0, 0, -1, 1)]",1,2,8,0.5,1_2,-0.125,-0.3125,0.125,-0.1875,0.3125,0.1875,0.3125,"(1, 2)"
846,"[(0, -1, -1, -1), (0, 0, 1, -1)]",0,2,9,0.6,0_2,-0.333333333333333,0.133333333333334,0.333333333333333,0.466666666666667,-0.133333333333334,-0.466666666666667,0.6,"(0, 2)"
847,"[(0, -1, -1, -1), (0, 0, 1, 1)]",1,2,10,0.909090909090909,1_2,0.0909090909090909,-0.818181818181818,-0.0909090909090909,-0.909090909090909,0.818181818181818,0.909090909090909,0.0,"(1, 2)"
848,"[(0, -1, -1, -1), (0, 1, -1, -1)]",0,2,8,0.727272727272727,0_2,-0.545454545454545,0.09090909090909109,0.545454545454545,0.636363636363636,-0.09090909090909109,-0.636363636363636,0.727272727272727,"(0, 2)"
849,"[(0, -1, -1, -1), (0, 1, -1, 0)]",0,2,5,0.454545454545455,0_2,-0.272727272727273,-0.181818181818182,0.272727272727273,0.090909090909091,0.181818181818182,-0.090909090909091,0.454545454545455,"(0, 2)"
850,"[(0, -1, -1, -1), (0, 1, -1, 1)]",0,2,6,0.6,0_2,-0.6,-0.4,0.6,0.19999999999999996,0.4,-0.19999999999999996,0.6,"(0, 2)"
851,"[(0, -1, -1, -1), (0, 1, 0, -1)]",1,2,8,0.8,1_2,0.2,-0.6000000000000001,-0.2,-0.8,0.6000000000000001,0.8,0.0,"(1, 2)"
852,"[(0, -1, -1, -1), (0, 1, 0, 1)]",1,2,12,0.75,1_2,0.0,-0.625,0.0,-0.625,0.625,0.625,0.125,"(1, 2)"
853,"[(0, -1, -1, -1), (0, 1, 1, -1)]",0,2,6,0.461538461538462,0_2,-0.38461538461538514,-0.38461538461538514,0.38461538461538514,0.0,0.38461538461538514,0.0,0.461538461538462,"(1, 2)"
854,"[(0, -1, -1, -1), (0, 1, 1, 0)]",1,2,9,0.9,1_2,0.1,-0.8,-0.1,-0.9,0.8,0.9,0.0,"(1, 2)"
855,"[(0, -1, -1, -1), (0, 1, 1, 1)]",1,2,8,0.8,1_2,0.2,-0.6000000000000001,-0.2,-0.8,0.6000000000000001,0.8,0.0,"(1, 2)"
856,"[(0, -1, -1, -1), (1, -1, -1, 0)]",0,2,5,0.5,0_2,-0.4,-0.30000000000000004,0.4,0.09999999999999998,0.30000000000000004,-0.09999999999999998,0.5,"(0, 2)"
857,"[(0, -1, -1, -1), (1, -1, 0, -1)]",1,2,9,0.6,1_2,0.0,-0.39999999999999997,0.0,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.2,"(1, 2)"
858,"[(0, -1, -1, -1), (1, -1, 0, 0)]",1,2,10,1.0,1_2,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,"(1, 2)"
859,"[(0, -1, -1, -1), (1, -1, 0, 1)]",1,2,10,0.769230769230769,1_2,0.0769230769230771,-0.6153846153846151,-0.0769230769230771,-0.6923076923076922,0.6153846153846151,0.6923076923076922,0.0769230769230769,"(1, 2)"
860,"[(0, -1, -1, -1), (1, -1, 1, 0)]",1,2,9,0.9,1_2,-0.1,-0.9,0.1,-0.8,0.9,0.8,0.1,"(1, 2)"
861,"[(0, -1, -1, -1), (1, 0, -1, -1)]",0,2,8,0.666666666666667,0_2,-0.5833333333333337,-0.16666666666666669,0.5833333333333337,0.41666666666666696,0.16666666666666669,-0.41666666666666696,0.666666666666667,"(0, 2)"
862,"[(0, -1, -1, -1), (1, 0, -1, 0)]",1,2,7,0.7,1_2,-0.1,-0.6,0.1,-0.49999999999999994,0.6,0.49999999999999994,0.2,"(1, 2)"
863,"[(0, -1, -1, -1), (1, 0, -1, 1)]",1,2,8,0.533333333333333,1_2,-0.3333333333333333,-0.4666666666666663,0.3333333333333333,-0.13333333333333297,0.4666666666666663,0.13333333333333297,0.4,"(1, 2)"
864,"[(0, -1, -1, -1), (1, 0, 0, -1)]",1,2,8,0.666666666666667,1_2,-0.333333333333333,-0.666666666666667,0.333333333333333,-0.333333333333334,0.666666666666667,0.333333333333334,0.333333333333333,"(1, 2)"
865,"[(0, -1, -1, -1), (1, 0, 0, 1)]",1,2,8,0.8,1_2,0.0,-0.7000000000000001,0.0,-0.7000000000000001,0.7000000000000001,0.7000000000000001,0.1,"(1, 2)"
866,"[(0, -1, -1, -1), (1, 0, 1, -1)]",0,1,7,0.5,0_1,0.28571428571428603,0.21428571428571402,-0.28571428571428603,-0.07142857142857198,-0.21428571428571402,0.07142857142857198,0.214285714285714,"(0, 1)"
867,"[(0, -1, -1, -1), (1, 0, 1, 0)]",1,2,11,0.846153846153846,1_2,0.153846153846154,-0.6923076923076921,-0.153846153846154,-0.846153846153846,0.6923076923076921,0.846153846153846,0.0,"(1, 2)"
868,"[(0, -1, -1, -1), (1, 0, 1, 1)]",1,2,9,0.9,1_2,-0.1,-0.9,0.1,-0.8,0.9,0.8,0.1,"(1, 2)"
869,"[(0, -1, -1, -1), (1, 1, -1, 0)]",1,2,10,0.714285714285714,1_2,-0.285714285714286,-0.714285714285714,0.285714285714286,-0.428571428571428,0.714285714285714,0.428571428571428,0.285714285714286,"(1, 2)"
